,freq,Qinv_25,Qinv_50,Qinv_75
0,0.0390625,0.013403473641255534,0.0368386459260778,0.04858339322415088
1,0.078125,0.009528340137339894,0.018666575232746795,0.036066567783368454
2,0.1171875,0.007163603722309483,0.016207308906135153,0.02382187728968349
3,0.15625,0.004907174563064531,0.01089133538491844,0.017656174316347577
4,0.1953125,0.004252805739129059,0.008819585632943154,0.014757008307349138
5,0.234375,0.004884783611532728,0.009556431880793567,0.013068493316612344
6,0.2734375,0.0052246042668285305,0.008147701227840802,0.012295581417346544
7,0.3125,0.006626463480634894,0.009698017273927577,0.01213163616745186
8,0.3515625,0.007727232526066184,0.010303696163457266,0.013589174834288507
9,0.390625,0.008661569200185869,0.011846091121380423,0.015756073339846986
10,0.4296875,0.011515481596118683,0.01511286987261778,0.01962777423873959
11,0.46875,0.01411559557742799,0.018554183398178593,0.023997635483939798
12,0.5078125,0.015401223424184018,0.021977909945133035,0.027104273718883135
13,0.546875,0.017233167952586392,0.025409965984746704,0.029956329139473187
14,0.5859375,0.021325916097769678,0.02956176982955633,0.03505984017966181
15,0.625,0.023808345496570828,0.03361703846970783,0.03955668175008288
16,0.6640625,0.026215771512115876,0.03563976674531102,0.04300721070209271
17,0.703125,0.027541911180129983,0.03718718843386713,0.04682428048541116
18,0.7421875,0.027442951287411404,0.037661256838007265,0.048073313287448946
19,0.78125,0.02690880437458664,0.03811496283400145,0.04760189551378294
20,0.8203125,0.025322420601453552,0.03855396230150102,0.046345983423219515
21,0.859375,0.02327882979414113,0.036617988706295006,0.04287683548211722
22,0.8984375,0.02210727118556194,0.033944995322589766,0.04074000658214266
23,0.9375,0.021282359794605694,0.03168226756301595,0.03929022761982294
24,0.9765625,0.01985287205284998,0.02969208537993112,0.038640500654411394
25,1.015625,0.017734848214288626,0.027947592823385586,0.03690575763663116
26,1.0546875,0.015542571014068998,0.02519298594517562,0.03462821267615383
27,1.09375,0.011377191426579666,0.024840316897891825,0.034704297909594714
28,1.1328125,0.011847724046048513,0.023712699075736563,0.03095581040857547
29,1.171875,0.012860324830175254,0.022039954291655,0.030103100185340632
30,1.2109375,0.012005212088131148,0.01967019089464569,0.03154254919099811
31,1.25,0.010671452168045001,0.020773091780790814,0.03044181121960396
32,1.2890625,0.009015524995964044,0.020555948970243283,0.030886268899479513
33,1.328125,0.00908449855878378,0.019036715606892674,0.02706256938771699
34,1.3671875,0.010038985397822345,0.01649552796439479,0.024010102822501267
35,1.40625,0.009749860872976216,0.0167760805970015,0.021835925196373868
36,1.4453125,0.00875941138785535,0.016716950745202346,0.021795858027789397
37,1.484375,0.005944017994092722,0.015856437926494892,0.02133449180025974
38,1.5234375,0.005147096224611675,0.0136095896417552,0.020805466151772506
39,1.5625,0.006333332693969281,0.011210512497574765,0.01977463353066878
40,1.6015625,0.003420683960612422,0.010157471287434638,0.016409341734759206
41,1.640625,0.0027135585041625715,0.008014755705981497,0.0154074850031701
42,1.6796875,0.004427148734739452,0.006669494355102184,0.015567842413055913
43,1.71875,0.004382054920242483,0.008487749337657424,0.014802336372761342
44,1.7578125,0.005952761721643173,0.009612008335653684,0.014461173421591594
45,1.796875,0.006630431378624145,0.008626978739197181,0.019879698375573008
46,1.8359375,0.0059595242505502246,0.009199315063262237,0.012058972904975991
47,1.875,0.006045831676653442,0.009618455402911175,0.012462944005459553
48,1.9140625,0.004306356629437434,0.009157688857578774,0.014257338370340843
49,1.953125,0.0066096129734863045,0.011068980082659632,0.017207609992025346
50,1.9921875,0.006990639136319199,0.011780832140252266,0.01965540803700021
51,2.03125,0.006307124221397269,0.01422555138343258,0.02321887693716019
52,2.0703125,0.005974960882022226,0.015421090992681394,0.028830148834096125
53,2.109375,0.008973928007587745,0.02101344905580814,0.03582987050683632
54,2.1484375,0.010909783706035084,0.026118956462956873,0.041359159126174674
55,2.1875,0.012314556398193979,0.02924274811537079,0.04416611076157505
56,2.2265625,0.01509529962299157,0.031059555300962986,0.04626605743945793
57,2.265625,0.014785413111859247,0.03322885092500493,0.04716478068467221
58,2.3046875,0.01730296616104883,0.03416428355538267,0.04852085233732907
59,2.34375,0.017891628242546892,0.035407860359444335,0.04860588472528918
60,2.3828125,0.020777374253258048,0.03687884800518538,0.0494995079882328
61,2.421875,0.01877177236355209,0.037085210334373585,0.049875772172414956
62,2.4609375,0.022492109905503106,0.03773086198428886,0.04890916331231213
63,2.5,0.021095873756059987,0.03832302647671441,0.0501535614690118
64,2.5390625,0.021009453446430078,0.03677707625418694,0.047766306821312915
65,2.578125,0.02266480580200168,0.03708767459945925,0.050355229382256575
66,2.6171875,0.020242333174649796,0.036392468747435965,0.05024308677192088
67,2.65625,0.023497147741819324,0.03557401387744207,0.049191052236946475
68,2.6953125,0.020776522474788922,0.03515511119701957,0.049954338776958776
69,2.734375,0.020584690193738847,0.03426200184784337,0.04951862569861733
70,2.7734375,0.021384311949091156,0.03459300219790326,0.05103815609777698
71,2.8125,0.019043811916753806,0.03415291832612296,0.05078988304996414
72,2.8515625,0.022578780568073012,0.034482180594179374,0.051427230737024814
73,2.890625,0.01835391227887214,0.03436677825195132,0.05083650383717417
74,2.9296875,0.018599247594585998,0.03285117232805432,0.050803171259766744
75,2.96875,0.019268872521432306,0.035130748148651934,0.04899283193974306
76,3.0078125,0.016078919874786494,0.03515759076749221,0.05169690312258563
77,3.046875,0.019226457761706665,0.035297678814073724,0.05006369122448836
78,3.0859375,0.01516473518096004,0.03361962470407787,0.0521047648742416
79,3.125,0.01597184580652744,0.03204036433707604,0.05040085242674293
80,3.1640625,0.014667087325378681,0.03497342165854893,0.050057919582771934
81,3.203125,0.012416968113266928,0.031493461624679156,0.052192926134119785
82,3.2421875,0.012808028250334245,0.03555956800510988,0.05050251634262399
83,3.28125,0.011433805347274612,0.03271071669227863,0.05281478553206323
84,3.3203125,0.014891857351509469,0.0317673464577298,0.05176870365725032
85,3.359375,0.012923207721685898,0.032355313914814804,0.05238397624408346
86,3.3984375,0.011869148377751378,0.03234337197789946,0.05401965245438885
87,3.4375,0.012196953244686677,0.036892306786674565,0.05135479605716767
88,3.4765625,0.009867094643165632,0.03393964700305962,0.0540981824713063
89,3.515625,0.011967180191383188,0.03466977378234321,0.051373073885647366
90,3.5546875,0.008348628261018742,0.033887864026323114,0.05215176715410824
91,3.59375,0.008709161718923872,0.03324406619026248,0.051954124739181366
92,3.6328125,0.007175962002681943,0.0362738031226797,0.05094449038211417
93,3.671875,0.005963436471327683,0.03317649170544684,0.05179000657095617
94,3.7109375,0.008085445428464106,0.03723092552478889,0.05045939698170848
95,3.75,0.008231999550268572,0.03450998490648345,0.05089241788167653
96,3.7890625,0.009304141544652025,0.033106877371132916,0.05008378895021306
97,3.828125,0.009909366274097142,0.035955489161736104,0.04896831244847012
98,3.8671875,0.012639675320613426,0.0380941118267445,0.05015768076383943
99,3.90625,0.01554537368955436,0.038127926032323615,0.049102879767132616
100,3.9453125,0.014759247567981412,0.03803191773897457,0.048714517507953574
101,3.984375,0.015909070641728383,0.03878140917149234,0.04797202918617893
102,4.0234375,0.017036218765152215,0.03643475445360155,0.04621470912764565
103,4.0625,0.017520223054564358,0.0381605978451877,0.04598092207305643
104,4.1015625,0.018493026482082738,0.03695965152633455,0.044462693376803225
105,4.140625,0.02614213289430859,0.037967807855571536,0.04515186564139071
106,4.1796875,0.0172958479575219,0.03706980023870458,0.043909166992270474
107,4.21875,0.02584376084534374,0.03641671054416102,0.04264693050659843
108,4.2578125,0.01732263589564838,0.03669931166500982,0.04168557904390134
109,4.296875,0.02493005238216133,0.035583067056766844,0.04003116203874742
110,4.3359375,0.02373433734092042,0.035788240562857,0.04014362522664199
111,4.375,0.023460806973422257,0.0357573862680387,0.03903565099839588
112,4.4140625,0.02441802132711792,0.03422202752667229,0.03890911722763228
113,4.453125,0.022469973046148638,0.03428600449918545,0.03860408995054741
114,4.4921875,0.02429175903313208,0.03208668416543055,0.03678673159633376
115,4.53125,0.023677852213216586,0.03208473720727049,0.03538605310447138
116,4.5703125,0.02403951513728131,0.030872779701641647,0.034449886580979604
117,4.609375,0.02323048730903046,0.030286404160828697,0.033848901566027316
118,4.6484375,0.021097974291063366,0.030040435107325646,0.03322061186493887
119,4.6875,0.020234746444747896,0.02785715499716401,0.03143220938791608
120,4.7265625,0.019074573223058205,0.027488310296423818,0.03112123458925529
121,4.765625,0.015579303040870926,0.025577246648253775,0.029661362198497923
122,4.8046875,0.012261912592054095,0.022960915265733295,0.02822754109071126
123,4.84375,0.011139080718354344,0.021959024541373193,0.028941848105535642
124,4.8828125,0.010264066407763988,0.01803214767242318,0.026455955818054544
125,4.921875,0.008012604269831405,0.01539568865366435,0.025748721886731107
126,4.9609375,0.006741798316106658,0.010997199810873427,0.021952047110579465
127,5.0,0.002832446503726518,0.008813278610981719,0.018448918484591046
