index,expr_id,datacase,gougeevent_id,AEsensor,Qinv_quart,M0,Tw,Tshift,stf_type,peakSTFamp,fitting_flag,error_fraction,error_thresh,RMSE,SNR_sensor,SNR_thresh,validflag
fb03-087__OL23,fb03-087,fb03-087__0085,85,23,50,3.86681743e-01,2.28129959e-06,-3.27133712e-08,cosine,3.39001282e+05,True,1.38618966e-02,6.00000000e-02,4.69920070e+03,2.63522805e+01,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0085,85,7,50,4.69499278e-01,2.53934307e-06,-5.96041085e-08,cosine,3.69780108e+05,True,1.22432376e-02,6.00000000e-02,4.52730572e+03,2.69784157e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0085,85,8,50,4.03297971e-01,2.03323422e-06,3.14843599e-08,cosine,3.96705866e+05,True,7.33302072e-03,6.00000000e-02,2.90905234e+03,2.34392802e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0085,85,22,50,6.71918866e-01,2.31711441e-06,-7.42414101e-08,cosine,5.79961752e+05,True,3.23999683e-02,6.00000000e-02,1.87907424e+04,2.52578729e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0088,88,23,50,5.68178696e-01,2.25722533e-06,6.67361615e-08,cosine,5.03431083e+05,True,1.35087130e-02,6.00000000e-02,6.80070602e+03,2.26751575e+01,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0088,88,7,50,1.02943609e+00,2.74100090e-06,-4.87842270e-08,cosine,7.51138816e+05,True,1.73356250e-02,6.00000000e-02,1.30214608e+04,2.68373424e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0088,88,8,50,1.32190298e+00,2.24886176e-06,4.59684150e-08,cosine,1.17561903e+06,True,7.53416094e-03,6.00000000e-02,8.85730294e+03,1.39416094e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0088,88,22,50,2.10122782e+00,2.40644515e-06,-6.84081380e-08,cosine,1.74633269e+06,True,8.22464657e-03,6.00000000e-02,1.43629692e+04,8.95145448e+00,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0089,89,23,50,3.16568763e-01,2.38517151e-06,7.79965800e-08,cosine,2.65447379e+05,True,1.26623419e-02,6.00000000e-02,3.36118548e+03,1.76828500e+01,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0089,89,7,50,5.45061864e-01,2.71046887e-06,-1.42789765e-09,cosine,4.02189958e+05,True,1.69759820e-02,6.00000000e-02,6.82756948e+03,2.99505696e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0089,89,8,50,4.81052412e-01,2.43168736e-06,-4.12659586e-08,cosine,3.95653175e+05,True,1.44747493e-02,6.00000000e-02,5.72698053e+03,2.85529836e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0089,89,22,50,6.20593212e-01,2.38319864e-06,-1.21754312e-08,cosine,5.20806953e+05,True,2.20706509e-03,6.00000000e-02,1.14945485e+03,3.22453847e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0095,95,23,50,5.50880426e-01,2.79704783e-06,-2.74757586e-08,cosine,3.93901327e+05,True,8.39666956e-03,6.00000000e-02,3.30745929e+03,1.97095167e+01,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0095,95,7,50,9.31548883e-01,2.92558377e-06,1.63471859e-07,cosine,6.36829404e+05,True,2.04900265e-02,6.00000000e-02,1.30486513e+04,1.67228614e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0095,95,8,50,9.62227185e-01,2.64914019e-06,-1.28276297e-08,cosine,7.26444895e+05,True,6.68046270e-03,6.00000000e-02,4.85298802e+03,7.56284106e+00,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0095,95,22,50,1.19146936e+00,2.72117158e-06,-1.44480878e-10,cosine,8.75703223e+05,True,1.80372697e-02,6.00000000e-02,1.57952952e+04,6.88536000e+00,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0099,99,23,50,5.41965626e-01,3.17320873e-06,-1.56080144e-07,cosine,3.41588387e+05,True,2.97334012e-02,6.00000000e-02,1.01565846e+04,1.03119271e+01,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0099,99,7,50,9.21815932e-01,3.12938725e-06,1.49500172e-07,cosine,5.89135097e+05,True,2.97273137e-02,6.00000000e-02,1.75134038e+04,1.31232838e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0099,99,8,50,7.28997126e-01,2.79724555e-06,-8.50895432e-08,cosine,5.21224978e+05,True,2.10264398e-02,6.00000000e-02,1.09595056e+04,9.95237354e+00,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0099,99,22,50,1.10573748e+00,2.71173333e-06,1.19710512e-07,cosine,8.15520810e+05,True,1.91616461e-02,6.00000000e-02,1.56267211e+04,2.84604506e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0100,100,23,50,3.55196742e-01,2.67321482e-06,-4.93899963e-08,cosine,2.65745004e+05,True,3.39383077e-02,6.00000000e-02,9.01893574e+03,1.04837506e+01,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0100,100,7,50,8.52989390e-01,3.47872892e-06,7.10930443e-09,cosine,4.90402809e+05,True,4.13315506e-02,6.00000000e-02,2.02691085e+04,1.52217482e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0100,100,8,50,4.73272801e-01,2.45801080e-06,-4.80495054e-08,cosine,3.85085864e+05,True,1.78681897e-02,6.00000000e-02,6.88078728e+03,1.12335449e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0100,100,22,50,1.10513103e+00,3.05308021e-06,9.23741527e-08,cosine,7.23944970e+05,True,3.85507004e-02,6.00000000e-02,2.79085857e+04,3.19165149e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0102,102,23,50,7.07584522e-02,1.90632390e-06,4.26297730e-08,cosine,7.42354478e+04,True,9.07993923e-03,6.00000000e-02,6.74053355e+02,6.58952748e+00,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0102,102,7,50,9.52557100e-02,2.52191171e-06,-1.17336531e-07,cosine,7.55424621e+04,True,2.93084103e-02,6.00000000e-02,2.21402947e+03,1.02792053e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0102,102,8,50,6.87355985e-02,1.82121648e-06,2.45535140e-08,cosine,7.54831722e+04,True,3.78634318e-03,6.00000000e-02,2.85805194e+02,3.24945829e+00,4.50000000e+00,0
fb03-087__OL22,fb03-087,fb03-087__0102,102,22,50,8.05564323e-02,1.94615446e-06,-6.15704420e-08,cosine,8.27851864e+04,True,4.46273967e-02,6.00000000e-02,3.69448736e+03,2.86604823e+00,4.50000000e+00,0
fb03-087__OL23,fb03-087,fb03-087__0109,109,23,50,4.06696906e-01,2.72017018e-06,-3.95856718e-08,cosine,2.99023034e+05,True,1.91212554e-02,6.00000000e-02,5.71769578e+03,9.05511265e+00,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0109,109,7,50,8.36407700e-01,3.06947648e-06,2.54516855e-07,cosine,5.44983944e+05,True,3.62661824e-02,6.00000000e-02,1.97644871e+04,1.47130710e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0109,109,8,50,4.87990151e-01,2.65323652e-06,-8.32638395e-08,cosine,3.67845194e+05,True,2.38947511e-02,6.00000000e-02,8.78956937e+03,9.11957195e+00,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0109,109,22,50,1.05397641e+00,2.74739245e-06,2.03366344e-07,cosine,7.67255811e+05,True,2.51810408e-02,6.00000000e-02,1.93202999e+04,3.53531849e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0110,110,23,50,3.86778035e-02,2.75291650e-06,-1.33874267e-07,cosine,2.80995016e+04,True,2.99415708e-02,6.00000000e-02,8.41343216e+02,7.85619790e+00,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0110,110,7,50,6.86749821e-02,2.66476936e-06,-1.92875219e-07,cosine,5.15428909e+04,True,2.81825694e-02,6.00000000e-02,1.45261110e+03,1.52631894e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0110,110,8,50,2.40313016e-02,1.71438198e-06,-1.12569861e-07,cosine,2.80349205e+04,True,3.17739092e-02,6.00000000e-02,8.90779018e+02,1.52109075e+00,4.50000000e+00,0
fb03-087__OL22,fb03-087,fb03-087__0110,110,22,50,1.11606283e-01,4.28500339e-06,-1.44521784e-07,cosine,5.20915728e+04,True,9.36416058e-02,6.00000000e-02,4.87793852e+03,2.24298616e+00,4.50000000e+00,0
fb03-087__OL23,fb03-087,fb03-087__0111,111,23,50,4.19667799e-01,2.77469941e-06,-4.80222693e-08,cosine,3.02495948e+05,True,2.44153357e-02,6.00000000e-02,7.38554013e+03,9.84836570e+00,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0111,111,7,50,9.30367959e-01,3.02567784e-06,3.56550379e-07,cosine,6.14981507e+05,True,4.10527848e-02,6.00000000e-02,2.52467035e+04,1.37239028e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0111,111,8,50,6.01999572e-01,3.57080849e-06,-5.00000000e-07,cosine,3.37178236e+05,True,1.31883095e-01,6.00000000e-02,4.44681093e+04,8.84699686e+00,4.50000000e+00,0
fb03-087__OL22,fb03-087,fb03-087__0111,111,22,50,1.21318572e+00,2.71870756e-06,3.12373145e-07,cosine,8.92472091e+05,True,3.00377041e-02,6.00000000e-02,2.68078126e+04,5.50154627e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0118,118,23,50,7.82463339e-02,1.96231209e-06,-8.37678367e-08,cosine,7.97490716e+04,True,1.41988642e-02,6.00000000e-02,1.13234624e+03,2.90629902e+01,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0118,118,7,50,6.33981858e-02,2.32561200e-06,-1.74597426e-07,cosine,5.45217224e+04,True,3.08106614e-02,6.00000000e-02,1.67985033e+03,2.20676992e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0118,118,8,50,8.79255045e-02,1.83718878e-06,-2.63281133e-08,cosine,9.57174414e+04,True,5.26317010e-03,6.00000000e-02,5.03777176e+02,2.30072736e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0118,118,22,50,7.47457719e-02,1.88131392e-06,-7.95858352e-08,cosine,7.94612436e+04,True,2.76998302e-02,6.00000000e-02,2.20106296e+03,1.80254121e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0120,120,23,50,4.25239671e-01,2.50351656e-06,3.43223829e-08,cosine,3.39713888e+05,True,6.88797930e-03,6.00000000e-02,2.33994223e+03,9.99408157e+00,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0120,120,7,50,9.09767938e-01,2.83619344e-06,1.89163986e-07,cosine,6.41541331e+05,True,1.08793657e-02,6.00000000e-02,6.97956274e+03,1.30054402e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0120,120,8,50,5.67931673e-01,3.06506680e-06,-3.40016430e-08,cosine,3.70583553e+05,True,1.08244109e-02,6.00000000e-02,4.01134866e+03,1.02210160e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0120,120,22,50,1.20697048e+00,2.63463601e-06,8.76341159e-08,cosine,9.16232863e+05,True,4.54135160e-03,6.00000000e-02,4.16093558e+03,5.27071715e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0126,126,23,50,1.60511458e-02,1.92513767e-06,-5.30334464e-08,cosine,1.66753225e+04,True,1.30821571e-02,6.00000000e-02,2.18149189e+02,3.21664340e+01,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0126,126,7,50,1.99500356e-02,2.42682894e-06,-1.65640017e-07,cosine,1.64412306e+04,True,3.81433033e-02,6.00000000e-02,6.27122847e+02,2.62459063e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0126,126,8,50,1.40559636e-02,1.80124523e-06,-9.10378357e-09,cosine,1.56069405e+04,True,5.34571209e-03,6.00000000e-02,8.34302107e+01,1.77217626e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0126,126,22,50,1.80278674e-02,1.81302331e-06,-1.71660285e-08,cosine,1.98870774e+04,True,2.58413710e-02,6.00000000e-02,5.13909345e+02,1.17499745e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0128,128,23,50,1.00106602e-02,2.23940974e-06,-7.36503479e-08,cosine,8.94044536e+03,True,2.20613341e-02,6.00000000e-02,1.97238152e+02,2.36532114e+01,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0128,128,7,50,1.46465192e-02,2.55711752e-06,-1.92822568e-07,cosine,1.14554916e+04,True,3.69593629e-02,6.00000000e-02,4.23387673e+02,2.46423114e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0128,128,8,50,1.46086313e-02,2.01723632e-06,-4.47001033e-08,cosine,1.44838075e+04,True,2.18462562e-02,6.00000000e-02,3.16416969e+02,2.67032488e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0128,128,22,50,1.24421316e-02,2.11153698e-06,-5.99985967e-08,cosine,1.17849052e+04,True,2.96848083e-02,6.00000000e-02,3.49832653e+02,1.83530500e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0129,129,23,50,6.58244521e-01,2.52520354e-06,-1.08949821e-08,cosine,5.21339773e+05,True,1.21984562e-02,6.00000000e-02,6.35954039e+03,1.30987481e+01,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0129,129,7,50,1.19249276e+00,2.84062599e-06,-6.44343950e-09,cosine,8.39598314e+05,True,6.18469174e-03,6.00000000e-02,5.19265675e+03,1.69298696e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0129,129,8,50,1.03438891e+00,2.45021278e-06,1.28095284e-08,cosine,8.44325437e+05,True,3.92035759e-03,6.00000000e-02,3.31005764e+03,1.78871148e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0129,129,22,50,1.63982475e+00,2.68932980e-06,-3.14428607e-08,cosine,1.21950439e+06,True,1.13168200e-02,6.00000000e-02,1.38009117e+04,2.96842411e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0131,131,23,50,5.21242532e-01,2.54034020e-06,-1.94146518e-08,cosine,4.10372070e+05,True,6.85295823e-03,6.00000000e-02,2.81226265e+03,8.43270371e+00,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0131,131,7,50,6.88305020e-01,2.55572161e-06,-1.25745887e-08,cosine,5.38638494e+05,True,5.49669153e-03,6.00000000e-02,2.96072965e+03,9.01677999e+00,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0131,131,8,50,5.92948743e-01,2.37245055e-06,-2.46972487e-08,cosine,4.99861617e+05,True,7.60394519e-03,6.00000000e-02,3.80092033e+03,8.15892123e+00,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0131,131,22,50,1.06323047e+00,2.51857535e-06,-2.60137470e-08,cosine,8.44310701e+05,True,7.16028798e-03,6.00000000e-02,6.04550776e+03,1.61375317e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0004,4,23,noQcorr,4.19551685e-01,2.98207019e-06,1.87811632e-07,cosine,2.81382759e+05,True,9.14879035e-03,6.00000000e-02,2.57431187e+03,5.73783318e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0004,4,7,noQcorr,7.54688611e-01,3.19063105e-06,1.28201624e-07,cosine,4.73065306e+05,True,4.27374440e-03,6.00000000e-02,2.02176020e+03,9.70670946e+02,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0004,4,8,noQcorr,5.55365106e-01,2.95711908e-06,2.05629846e-07,cosine,3.75612271e+05,True,8.83738923e-03,6.00000000e-02,3.31943184e+03,1.15375274e+02,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0004,4,22,noQcorr,7.06747805e-01,3.01023910e-06,1.36666738e-07,cosine,4.69562443e+05,True,6.49155993e-03,6.00000000e-02,3.04819274e+03,1.66456251e+02,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0009,9,23,noQcorr,3.69703411e-02,2.90672019e-06,-5.15098136e-08,cosine,2.54378322e+04,True,3.43012735e-02,6.00000000e-02,8.72550039e+02,6.54484892e+00,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0009,9,7,noQcorr,5.17747140e-02,2.86571344e-06,-1.42928128e-08,cosine,3.61339088e+04,True,1.79919286e-02,6.00000000e-02,6.50118707e+02,2.40979187e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0009,9,8,noQcorr,4.35268941e-02,2.66924471e-06,7.73301339e-08,cosine,3.26136408e+04,True,2.71929712e-02,6.00000000e-02,8.86861795e+02,9.16337160e+00,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0009,9,22,noQcorr,4.38613576e-02,2.51706495e-06,-1.69739377e-10,cosine,3.48511925e+04,True,4.37616211e-02,6.00000000e-02,1.52514468e+03,5.31724921e+00,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0018,18,23,noQcorr,5.64477741e-01,3.47872673e-06,-6.07525561e-08,cosine,3.24531169e+05,True,1.36515765e-02,6.00000000e-02,4.43036209e+03,2.05611983e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0018,18,7,noQcorr,7.96466200e-01,3.18210743e-06,-1.58108779e-08,cosine,5.00590268e+05,True,6.11497891e-03,6.00000000e-02,3.06109893e+03,2.61877727e+02,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0018,18,8,noQcorr,8.11344016e-01,3.38927544e-06,7.51230700e-08,cosine,4.78771367e+05,True,2.06241766e-02,6.00000000e-02,9.87426522e+03,6.11102056e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0018,18,22,noQcorr,9.23697649e-01,3.05157800e-06,1.20638777e-07,cosine,6.05390161e+05,True,5.43111710e-03,6.00000000e-02,3.28794485e+03,4.97307545e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0019,19,23,noQcorr,2.60534921e-02,2.39478806e-06,-2.05961187e-07,cosine,2.17584857e+04,True,7.08751838e-02,6.00000000e-02,1.54213667e+03,2.04202466e+01,4.50000000e+00,0
fb03-087__OL07,fb03-087,fb03-087__0019,19,7,noQcorr,5.77170422e-02,2.89883320e-06,3.05742979e-10,cosine,3.98208667e+04,True,1.78319538e-02,6.00000000e-02,7.10083857e+02,4.92584775e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0019,19,8,noQcorr,4.01016837e-02,2.57005909e-06,1.35569132e-07,cosine,3.12068068e+04,True,2.13048171e-02,6.00000000e-02,6.64855310e+02,1.40758447e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0019,19,22,noQcorr,7.39555353e-02,3.06692635e-06,6.36206558e-07,cosine,4.82277743e+04,True,3.38982061e-02,6.00000000e-02,1.63483503e+03,2.27794194e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0020,20,23,noQcorr,7.02989693e-01,3.33703709e-06,-2.79102462e-08,cosine,4.21325670e+05,True,1.79367796e-02,6.00000000e-02,7.55722566e+03,1.42373224e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0020,20,7,noQcorr,9.75652623e-01,3.25301070e-06,2.33906268e-09,cosine,5.99845935e+05,True,6.39671434e-03,6.00000000e-02,3.83704309e+03,1.54089730e+02,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0020,20,8,noQcorr,9.26447877e-01,3.26916524e-06,8.38116650e-08,cosine,5.66779474e+05,True,1.66464902e-02,6.00000000e-02,9.43488896e+03,4.07145579e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0020,20,22,noQcorr,1.05361527e+00,3.10107586e-06,1.33104285e-07,cosine,6.79515960e+05,True,6.07609757e-03,6.00000000e-02,4.12880527e+03,3.86976476e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0021,21,23,noQcorr,1.66900733e-02,2.57624939e-06,-1.17516204e-07,cosine,1.29568722e+04,True,2.75711004e-02,6.00000000e-02,3.57235224e+02,2.26933303e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0021,21,7,noQcorr,2.06577900e-02,2.86657505e-06,-1.23007459e-08,cosine,1.44128680e+04,True,2.47204114e-02,6.00000000e-02,3.56292026e+02,1.85998705e+02,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0021,21,8,noQcorr,2.11791258e-02,2.63303718e-06,9.78935741e-08,cosine,1.60872212e+04,True,3.37613681e-02,6.00000000e-02,5.43126599e+02,9.68626170e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0021,21,22,noQcorr,1.78235102e-02,2.65238590e-06,-7.15754360e-08,cosine,1.34396009e+04,True,2.60177377e-02,6.00000000e-02,3.49668012e+02,6.66177130e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0024,24,23,noQcorr,3.12083730e-02,2.48699920e-06,-2.14125652e-07,cosine,2.50972019e+04,True,6.39257028e-02,6.00000000e-02,1.60435627e+03,1.81711731e+01,4.50000000e+00,0
fb03-087__OL07,fb03-087,fb03-087__0024,24,7,noQcorr,6.33851369e-02,2.83364061e-06,-2.37241796e-08,cosine,4.47375978e+04,True,1.71428120e-02,6.00000000e-02,7.66928228e+02,9.22539414e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0024,24,8,noQcorr,5.11933569e-02,2.60906019e-06,1.20801634e-07,cosine,3.92427566e+04,True,2.00690333e-02,6.00000000e-02,7.87564187e+02,1.10523679e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0024,24,22,noQcorr,8.32603068e-02,2.95323794e-06,-2.04654132e-08,cosine,5.63857761e+04,True,4.13139900e-02,6.00000000e-02,2.32952139e+03,8.14676152e+00,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0027,27,23,noQcorr,5.60331283e-01,2.92522423e-06,1.38642247e-07,cosine,3.83103132e+05,True,1.03135132e-02,6.00000000e-02,3.95113920e+03,4.99974696e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0027,27,7,noQcorr,9.16372083e-01,3.21243957e-06,2.12575570e-08,cosine,5.70514616e+05,True,5.15127673e-03,6.00000000e-02,2.93887867e+03,1.19048507e+03,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0027,27,8,noQcorr,7.24469158e-01,2.87071181e-06,1.36677471e-07,cosine,5.04731223e+05,True,1.64388396e-02,6.00000000e-02,8.29719561e+03,9.69929414e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0027,27,22,noQcorr,8.88762480e-01,3.05530170e-06,1.23602708e-07,cosine,5.81783775e+05,True,4.64775019e-03,6.00000000e-02,2.70398565e+03,1.92931635e+02,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0030,30,23,noQcorr,5.93679342e-02,2.95083019e-06,-2.25474280e-07,cosine,4.02381117e+04,True,3.66258767e-02,6.00000000e-02,1.47375612e+03,6.84041246e+00,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0030,30,7,noQcorr,4.25414073e-02,2.62450365e-06,-1.07295373e-07,cosine,3.24186191e+04,True,3.77706201e-02,6.00000000e-02,1.22447135e+03,1.70381321e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0030,30,8,noQcorr,1.82425952e-02,1.82612883e-06,7.05100342e-08,cosine,1.99795123e+04,True,6.80894438e-03,6.00000000e-02,1.36039388e+02,2.84558657e+00,4.50000000e+00,0
fb03-087__OL22,fb03-087,fb03-087__0030,30,22,noQcorr,7.47656603e-02,2.70206925e-06,-1.35618252e-07,cosine,5.53395403e+04,True,1.65819709e-02,6.00000000e-02,9.17638646e+02,4.10960803e+00,4.50000000e+00,0
fb03-087__OL23,fb03-087,fb03-087__0031,31,23,noQcorr,7.48002114e-01,2.97331210e-06,1.04556502e-07,cosine,5.03144028e+05,True,1.40526219e-02,6.00000000e-02,7.07049280e+03,1.47504168e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0031,31,7,noQcorr,1.18305457e+00,3.25719202e-06,5.74243933e-08,cosine,7.26426053e+05,True,3.97070813e-03,6.00000000e-02,2.88442583e+03,1.94569395e+02,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0031,31,8,noQcorr,9.19830434e-01,2.94406605e-06,1.47482934e-07,cosine,6.24870608e+05,True,9.94034225e-03,6.00000000e-02,6.21142770e+03,4.68738583e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0031,31,22,noQcorr,1.14819067e+00,3.10800193e-06,9.44666056e-08,cosine,7.38860790e+05,True,1.22142804e-02,6.00000000e-02,9.02465287e+03,5.58987399e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0037,37,23,noQcorr,2.70843576e-02,2.23867877e-06,-1.55386726e-07,cosine,2.41967223e+04,True,3.69187810e-02,6.00000000e-02,8.93313490e+02,9.00229852e+00,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0037,37,7,noQcorr,2.51394236e-02,2.84533254e-06,-3.77376363e-08,cosine,1.76706401e+04,True,1.86055927e-02,6.00000000e-02,3.28772732e+02,1.13833483e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0037,37,8,noQcorr,1.30852224e-02,1.77702670e-06,-1.35592030e-07,cosine,1.47270971e+04,True,6.67786044e-02,6.00000000e-02,9.83454993e+02,3.26972250e+00,4.50000000e+00,0
fb03-087__OL22,fb03-087,fb03-087__0037,37,22,noQcorr,7.43882332e-02,3.98930298e-06,-5.00000000e-07,cosine,3.72938499e+04,True,8.61945125e-02,6.00000000e-02,3.21452521e+03,2.66374451e+00,4.50000000e+00,0
fb03-087__OL23,fb03-087,fb03-087__0038,38,23,noQcorr,2.08581849e-01,2.55301715e-06,9.63439558e-08,cosine,1.63400272e+05,True,1.37059121e-02,6.00000000e-02,2.23954976e+03,1.13030907e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0038,38,7,noQcorr,2.89707988e-01,2.86289140e-06,-7.73513956e-08,cosine,2.02388327e+05,True,1.17338414e-02,6.00000000e-02,2.37479253e+03,7.16760279e+01,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0038,38,8,noQcorr,1.65565086e-01,2.49725909e-06,1.36533805e-07,cosine,1.32597444e+05,True,1.97554807e-02,6.00000000e-02,2.61952624e+03,2.11448480e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0038,38,22,noQcorr,3.30376625e-01,2.73731604e-06,-4.15911648e-08,cosine,2.41387272e+05,True,2.52493722e-02,6.00000000e-02,6.09487705e+03,5.20939443e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0040,40,23,noQcorr,1.89173346e-01,2.59446434e-06,1.29361479e-07,cosine,1.45828388e+05,True,1.54831991e-02,6.00000000e-02,2.25788996e+03,6.89360419e+02,4.50000000e+00,1
