t,LDV
0.0011646,6.52607116699219e-05
0.0011647,5.99318237304688e-05
0.0011648,5.71104736328125e-05
0.0011649,6.06172790527344e-05
0.001165,5.695556640625e-05
0.0011651,5.6897216796875e-05
0.0011652,4.34026794433594e-05
0.0011653,3.22132568359375e-05
0.0011654,2.95751953125e-05
0.0011655,2.00731811523438e-05
0.0011656,1.53006286621094e-05
0.0011657,2.8685302734375e-06
0.0011658,-1.01539001464844e-05
0.0011659,-1.97354736328125e-05
0.001166,-2.15453491210938e-05
0.0011661,-2.66522521972656e-05
0.0011662,-2.45566101074219e-05
0.0011663,-2.28662719726563e-05
0.0011664,-1.27464294433594e-05
0.0011665,-1.36010437011719e-05
0.0011666,-7.87619018554688e-06
0.0011667,-1.20059204101563e-06
0.0011668,9.93572998046875e-06
0.0011669,1.59465942382812e-05
0.001167,2.74906616210938e-05
0.0011671,3.83127746582031e-05
0.0011672,5.08426818847656e-05
0.0011673,6.16712646484375e-05
0.0011674,6.26695251464844e-05
0.0011675,6.29432983398438e-05
0.0011676,5.42094421386719e-05
0.0011677,4.33082580566406e-05
0.0011678,4.07554626464844e-05
0.0011679,3.99576110839844e-05
0.001168,4.01346130371094e-05
0.0011681,3.94398193359375e-05
0.0011682,4.37513427734375e-05
0.0011683,4.8152587890625e-05
0.0011684,4.76724853515625e-05
0.0011685,4.96910400390625e-05
0.0011686,4.67269287109375e-05
0.0011687,4.27868041992188e-05
0.0011688,6.43618774414063e-05
0.0011689,6.57545776367188e-05
0.001169,7.40145568847656e-05
0.0011691,7.10440673828125e-05
0.0011692,7.03795471191406e-05
0.0011693,6.18423156738281e-05
0.0011694,6.30333862304688e-05
0.0011695,6.77913818359375e-05
0.0011696,8.03977355957031e-05
0.0011697,8.39092712402344e-05
0.0011698,8.65548706054688e-05
0.0011699,9.83153076171875e-05
0.00117,9.90047912597656e-05
0.0011701,0.000108569091796875
0.0011702,9.661376953125e-05
0.0011703,9.094287109375e-05
0.0011704,9.11459045410156e-05
0.0011705,8.58965148925781e-05
0.0011706,8.82237854003906e-05
0.0011707,9.02987976074219e-05
0.0011708,9.27116394042969e-05
0.0011709,0.000101545288085938
0.001171,9.7273681640625e-05
0.0011711,0.000100282806396484
0.0011712,9.51615295410156e-05
0.0011713,9.32980651855469e-05
0.0011714,9.25207824707031e-05
