t,V10,V25,V50,V75,V100,V125,V150,V175,V200
0.0003194,-1.13555908203125e-06,-2.25204467773437e-06,-2.13150024414063e-06,-2.935791015625e-07,-2.12632751464844e-05,-5.58271789550781e-05,-6.683349609375e-05,-9.97795104980469e-05,-0.000120511474609375
0.0003195,2.24632263183594e-05,2.71479797363281e-05,1.97459411621094e-05,-6.06369018554687e-06,-8.95339965820313e-06,-2.85260009765625e-05,-7.46591186523437e-05,-7.43406677246094e-05,-6.697998046875e-05
0.0003196,3.97879028320313e-05,2.99464416503906e-05,4.43714904785156e-05,3.25877380371094e-05,1.28076171875e-05,1.91539001464844e-05,-1.3927001953125e-05,1.79367065429688e-06,-6.95068359375e-06
0.0003197,5.2801513671875e-06,3.22349548339844e-05,5.59452819824219e-05,3.76535034179687e-05,5.03787231445312e-05,7.18339538574219e-05,6.90829467773438e-05,4.23870849609375e-05,4.75897216796875e-05
0.0003198,2.09930419921875e-05,1.54000854492188e-05,4.13180541992187e-05,5.79209899902344e-05,8.9051513671875e-05,7.71864318847656e-05,7.13862609863281e-05,8.96903991699219e-05,7.27783203125e-05
0.0003199,2.60758972167969e-05,2.98042297363281e-05,4.95530700683594e-05,7.14620971679688e-05,8.87562561035156e-05,9.43765258789063e-05,6.46391296386719e-05,8.24172973632812e-05,0.000110167846679688
0.00032,1.26419067382813e-05,1.64874267578125e-05,3.90519714355469e-05,6.64356994628906e-05,4.62242126464844e-05,5.4271240234375e-05,4.69898986816406e-05,5.72462463378906e-05,6.58381652832031e-05
0.0003201,6.175537109375e-06,1.46835327148438e-05,4.06027221679688e-05,4.02511596679688e-05,4.21257019042969e-05,3.43296813964844e-05,5.12130737304688e-06,1.50909423828125e-07,2.94412231445312e-05
0.0003202,3.5849609375e-05,2.78976440429688e-05,1.64756774902344e-05,2.85243225097656e-05,3.82186889648438e-06,-8.84918212890625e-06,-2.85366821289062e-05,-3.05564880371094e-05,-4.03782653808594e-05
0.0003203,2.23785400390625e-06,1.0120849609375e-05,3.39399719238281e-05,1.84701538085938e-05,-5.53665161132812e-06,-3.92240905761719e-05,-5.82354736328125e-05,-6.96408081054687e-05,-6.84934997558594e-05
0.0003204,2.51693725585937e-05,1.73663330078125e-05,1.8516845703125e-05,7.21527099609375e-06,1.17974853515625e-05,-1.62495422363281e-05,-5.18006896972656e-05,-8.45252990722656e-05,-8.42707824707031e-05
0.0003205,1.08514404296875e-05,1.88108825683594e-05,1.24504089355469e-05,1.05802917480469e-05,1.59294128417969e-05,-1.41633605957031e-05,-1.67311096191406e-05,-3.0196533203125e-05,-5.43521118164062e-05
0.0003206,2.71621704101563e-05,6.68304443359375e-06,5.52030944824219e-05,3.39427185058594e-05,3.59860229492187e-05,2.38253784179688e-05,-1.50796508789062e-05,-1.11502075195312e-05,-3.26753234863281e-05
0.0003207,3.3978271484375e-06,2.75294494628906e-05,2.89486694335937e-05,3.35459899902344e-05,3.83859252929688e-05,1.5821533203125e-05,1.68614196777344e-05,-4.49203491210937e-06,7.27523803710938e-06
0.0003208,7.09274291992187e-06,2.08737182617187e-05,1.22181701660156e-05,1.00994873046875e-05,2.61592102050781e-05,2.03070068359375e-05,1.9342041015625e-05,-3.9642333984375e-06,-2.47921752929688e-05
0.0003209,3.69596862792969e-05,1.81526184082031e-05,1.03414916992188e-05,1.8597412109375e-05,1.91188049316406e-05,3.4210205078125e-06,-2.06988525390625e-05,-3.3243408203125e-05,-2.80641174316406e-05
0.000321,-1.90841674804687e-06,1.32389831542969e-05,1.54447937011719e-05,-3.83795166015625e-05,-2.40794372558594e-05,-4.83805847167969e-05,-7.24455261230469e-05,-9.02891540527344e-05,-9.71102905273438e-05
0.0003211,2.32867431640625e-05,-3.31588745117188e-06,-9.43389892578125e-06,-2.16551208496094e-05,-5.79342651367188e-05,-6.59712219238281e-05,-0.000125660858154297,-0.000133784332275391,-0.000172194976806641
0.0003212,1.57156372070313e-05,9.69497680664062e-06,-4.6124267578125e-06,-2.14988708496094e-05,-6.90278625488281e-05,-8.75382995605469e-05,-0.000120177917480469,-0.000139830169677734,-0.000168973541259766
0.0003213,-2.04707336425781e-05,-1.22433471679687e-05,-1.65524291992188e-05,-3.83323669433594e-05,-3.89651489257813e-05,-6.42333984375e-05,-0.000113849029541016,-0.000131528778076172,-0.000168485260009766
0.0003214,2.71382141113281e-05,1.50508117675781e-05,8.39767456054688e-06,5.89401245117188e-06,-1.75495910644531e-05,-2.61212158203125e-05,-7.24284362792969e-05,-8.37882995605469e-05,-0.000106575469970703
0.0003215,1.61357116699219e-05,3.35824584960938e-05,4.45928955078125e-05,3.45793151855469e-05,2.94810485839844e-05,2.58595275878906e-05,-4.20622253417969e-05,-4.36138916015625e-05,-4.38352966308594e-05
0.0003216,2.6259765625e-05,2.82859802246094e-05,2.66767883300781e-05,1.78630065917969e-05,1.29368591308594e-05,-2.39906311035156e-05,-1.34574890136719e-05,-5.55001831054687e-05,-5.77182006835938e-05
0.0003217,6.52938842773437e-06,6.93862915039063e-06,-5.39718627929688e-06,-3.43658447265625e-06,-2.01594543457031e-05,-4.42433166503906e-05,-9.52308654785156e-05,-9.54924011230469e-05,-0.000117086944580078
0.0003218,5.087890625e-06,-6.41128540039063e-06,-3.31941223144531e-05,-5.21408081054688e-05,-0.000108434295654297,-0.000151011657714844,-0.000221291198730469,-0.000203429718017578,-0.000255682525634766
0.0003219,8.11309814453125e-07,-1.45855712890625e-05,-7.10206604003906e-05,-0.000107953948974609,-0.000140336151123047,-0.000207567901611328,-0.000279727325439453,-0.000324978637695313,-0.000365180053710938
0.000322,-2.93818664550781e-05,-3.69743347167969e-05,-5.52012634277344e-05,-0.000122835540771484,-0.000159629516601562,-0.000223631591796875,-0.000270735778808594,-0.000331768493652344,-0.000387572631835938
0.0003221,1.10552978515625e-05,-3.31332397460937e-05,-4.70724487304688e-05,-8.53675842285156e-05,-0.0001246142578125,-0.000167873687744141,-0.000230698547363281,-0.000239579010009766,-0.000289636688232422
0.0003222,2.47190856933594e-05,3.55520629882813e-05,4.49375915527344e-05,1.342529296875e-05,1.01722717285156e-05,-3.55230712890625e-05,-8.79551696777344e-05,-0.000101398162841797,-0.000133598022460938
0.0003223,1.96676635742187e-05,6.9881591796875e-05,6.09620666503906e-05,8.5208740234375e-05,9.89372253417969e-05,0.000104591979980469,7.63130187988281e-05,7.37005615234375e-05,6.26600646972656e-05
0.0003224,5.60166931152344e-05,6.28507995605469e-05,0.000104406585693359,0.000132529449462891,0.00017058349609375,0.000221812438964844,0.000227154998779297,0.000242658996582031,0.00026687255859375
0.0003225,3.83071899414062e-06,7.17684936523438e-05,0.000165132904052734,0.000175097961425781,0.000225608062744141,0.000251110382080078,0.000278947296142578,0.000322550201416016,0.000355821838378906
0.0003226,2.37318420410156e-05,9.87724304199219e-05,0.000139121856689453,0.000176256103515625,0.000223003540039063,0.000273889770507812,0.000300504455566406,0.000312187805175781,0.000386213989257813
0.0003227,5.51052856445313e-05,6.37831115722656e-05,0.000118530426025391,0.000176626739501953,0.000177943725585938,0.000215113983154297,0.000244241027832031,0.000257075042724609,0.000322892150878906
0.0003228,4.59408569335938e-05,4.74465942382813e-05,0.000116783142089844,0.000134830627441406,0.000160390472412109,0.000193447418212891,0.000158215026855469,0.000233135528564453,0.000245479736328125
0.0003229,2.80654907226563e-05,4.83683776855469e-05,7.4844970703125e-05,0.000104048309326172,0.000108688201904297,0.000130686645507812,0.000130202484130859,0.000147994689941406,0.000157773742675781
0.000323,1.32717895507812e-05,3.21055603027344e-05,7.44053649902344e-05,7.6563720703125e-05,9.34513854980469e-05,8.35078430175781e-05,7.60888671875e-05,8.44328308105469e-05,0.000112966003417969
0.0003231,3.79267883300781e-05,2.05638122558594e-05,2.57136535644531e-05,3.85305786132812e-05,6.47911071777344e-05,4.03025817871094e-05,2.97889709472656e-05,5.35105895996094e-05,5.63961791992188e-05
0.0003232,2.7476806640625e-05,3.3399658203125e-05,4.246826171875e-05,1.56105041503906e-05,3.23927307128906e-05,6.11785888671875e-06,-2.14381408691406e-05,-2.85829162597656e-05,-3.25180053710937e-05
0.0003233,1.38076782226562e-05,2.26448059082031e-05,2.03604125976563e-05,2.38267517089844e-05,6.19522094726562e-06,-9.55917358398437e-06,-7.38172912597656e-05,-6.1939697265625e-05,-5.99114990234375e-05
0.0003234,-1.454345703125e-05,-8.07540893554687e-06,4.7435302734375e-05,5.96527099609375e-06,2.110595703125e-05,-5.00045776367188e-06,-3.83073425292969e-05,-3.99153137207031e-05,-3.99327087402344e-05
0.0003235,2.47314453125e-05,1.84417724609375e-05,2.82266235351562e-05,2.01713562011719e-05,2.27105712890625e-05,-1.33499145507813e-06,-1.03834533691406e-05,-2.00355529785156e-05,-3.79217529296875e-05
0.0003236,1.211181640625e-05,4.18850708007812e-05,1.40826416015625e-05,3.44911193847656e-05,1.95716857910156e-05,1.97409057617187e-05,-9.3682861328125e-06,-1.14903259277344e-05,-7.48947143554687e-06
0.0003237,3.56234741210938e-05,4.48811340332031e-05,3.00254821777344e-05,2.05699157714844e-05,1.88569641113281e-05,2.67854309082031e-05,2.07382202148437e-05,3.70391845703125e-06,-1.82853698730469e-05
0.0003238,1.42898559570313e-05,3.69879150390625e-05,2.95429992675781e-05,2.82920837402344e-05,4.60797119140625e-05,-1.3516845703125e-05,-1.27000427246094e-05,-1.88275146484375e-05,-3.88874816894531e-05
0.0003239,-1.16798400878906e-05,1.99394226074219e-05,1.7977294921875e-05,5.49118041992188e-06,2.33273315429687e-05,4.27780151367187e-06,-3.49496459960937e-05,-5.23609924316406e-05,-5.62753295898438e-05
0.000324,3.06596374511719e-05,2.26837158203125e-05,1.94569396972656e-05,2.538818359375e-05,2.26077270507813e-05,-1.59312438964844e-05,-4.75718688964844e-05,-3.51936340332031e-05,-6.66731262207031e-05
0.0003241,2.672607421875e-05,2.95469665527344e-05,1.80839538574219e-05,2.54115295410156e-05,3.96029663085937e-05,1.91609191894531e-05,-4.38140869140625e-06,-1.02096557617187e-06,-5.38711547851563e-06
0.0003242,3.50456237792969e-05,3.56915283203125e-05,6.29586791992187e-05,6.56211853027344e-05,7.39956665039063e-05,7.04617309570313e-05,5.01028442382812e-05,7.14370727539063e-05,5.48493957519531e-05
0.0003243,2.08259582519531e-05,5.34681701660156e-05,7.73637390136719e-05,0.000108699645996094,0.000130395812988281,0.000142176818847656,0.000130435333251953,0.0001682470703125,0.000158068237304687
0.0003244,1.96470642089844e-05,5.59437561035156e-05,8.65939331054687e-05,0.000141096496582031,0.000166728363037109,0.000188824920654297,0.000199970550537109,0.00019536865234375,0.000238258361816406
0.0003245,3.45549011230469e-05,4.00735473632812e-05,0.0001155322265625,0.000126209564208984,0.000157925109863281,0.000202729797363281,0.000189600524902344,0.000207061157226563,0.000238430480957031
0.0003246,1.8310546875e-05,6.6236572265625e-05,9.71556091308594e-05,9.14317321777344e-05,0.000119674530029297,9.49296569824219e-05,9.23355102539063e-05,0.000155195159912109,0.000156221313476563
0.0003247,2.20359802246094e-05,4.07405090332031e-05,1.47355651855469e-05,2.2379150390625e-05,1.15110778808594e-05,2.82925415039063e-05,1.53041076660156e-05,2.47552490234375e-05,1.17752075195313e-05
0.0003248,-1.22988891601563e-05,3.80783081054687e-06,-8.97384643554688e-06,-3.75762939453125e-05,-4.2127685546875e-05,-6.99992370605469e-05,-0.000127255859375,-0.000139293518066406,-0.000140764770507813
0.0003249,-7.406005859375e-06,-2.40036010742188e-05,-3.39317321777344e-05,-3.98532104492188e-05,-8.89634704589844e-05,-0.000127508697509766,-0.000180002746582031,-0.000193218231201172,-0.000223161163330078
0.000325,-6.10443115234375e-06,-4.920654296875e-06,-1.61613464355469e-05,-5.49801635742188e-05,-8.25032043457031e-05,-0.000118990783691406,-0.000161505584716797,-0.000192515716552734,-0.000225028228759766
0.0003251,3.306396484375e-05,-2.5543212890625e-07,-2.04293823242187e-05,-1.79374694824219e-05,-3.986328125e-05,-5.89701843261719e-05,-0.000109927215576172,-0.000148657836914063,-0.000178044128417969
0.0003252,3.07562255859375e-05,4.90086364746094e-05,3.695556640625e-05,1.61773681640625e-05,-5.35720825195313e-06,-1.08979797363281e-05,-7.14884948730469e-05,-5.48348999023437e-05,-7.65586853027344e-05
0.0003253,2.89891052246094e-05,1.28805541992188e-05,4.23133850097656e-05,1.9415283203125e-06,4.94047546386719e-05,2.52001953125e-05,-1.18453979492188e-06,1.60662841796875e-05,1.81877136230469e-05
0.0003254,3.96809387207031e-05,1.32949829101562e-05,3.98680114746094e-05,5.80633544921875e-05,6.18656921386719e-05,4.39297485351563e-05,4.80522155761719e-05,4.38655090332031e-05,2.9383544921875e-05
0.0003255,1.65394592285156e-05,3.73616027832031e-05,3.23304748535156e-05,5.24363708496094e-05,5.63531494140625e-05,5.23847961425781e-05,2.94815063476563e-05,3.97196960449219e-05,3.03265380859375e-05
0.0003256,9.27276611328125e-07,1.66093444824219e-05,3.72007751464844e-05,6.429931640625e-05,4.10520935058594e-05,6.21446228027344e-05,1.19635009765625e-05,5.12965393066406e-05,1.36405944824219e-05
0.0003257,2.64761352539063e-05,4.17196655273438e-05,5.2144775390625e-05,5.31512451171875e-05,6.16909790039063e-05,5.84120178222656e-05,3.33999633789062e-05,4.10980224609375e-05,2.59500122070313e-05
0.0003258,1.28211975097656e-05,2.59864807128906e-05,4.90333557128906e-05,6.34275817871094e-05,6.27687072753906e-05,6.12937927246094e-05,4.53103637695313e-05,4.29216003417969e-05,4.48832702636719e-05
0.0003259,5.13029479980469e-05,3.37704467773438e-05,5.94058227539062e-05,7.6124267578125e-05,4.60667419433594e-05,7.17652893066406e-05,2.54191589355469e-05,5.43714904785156e-05,7.66325378417969e-05
0.000326,2.93009948730469e-05,1.59852600097656e-05,4.07931518554687e-05,5.81468200683594e-05,5.62474060058594e-05,5.53410339355469e-05,3.76194763183594e-05,6.11965942382813e-05,5.57418823242188e-05
0.0003261,1.71151733398438e-05,3.16336059570312e-05,5.8447265625e-05,2.68940734863281e-05,5.89772033691406e-05,1.99214172363281e-05,5.67825317382813e-06,2.68144226074219e-05,7.32635498046875e-06
0.0003262,2.09637451171875e-05,2.58041381835938e-05,1.95050048828125e-05,2.55784606933594e-05,3.41349792480469e-05,-1.38449096679687e-05,-4.81260681152344e-05,-4.06510925292969e-05,-5.27900695800781e-05
0.0003263,2.874267578125e-05,2.27499389648437e-05,2.71878051757812e-05,4.99069213867188e-06,-2.26640319824219e-05,-5.71975708007813e-05,-4.1009521484375e-05,-6.40447998046875e-05,-6.89176940917969e-05
0.0003264,2.26156616210938e-05,-1.96975708007813e-05,8.38897705078125e-06,-4.35821533203125e-06,-5.02021789550781e-05,-4.04107666015625e-05,-8.24952697753906e-05,-0.000116013488769531,-0.000112215728759766
0.0003265,1.90200805664063e-05,2.04191589355469e-05,-8.38760375976563e-06,-2.74201965332031e-05,-5.00128173828125e-05,-5.90925598144531e-05,-0.000100297393798828,-0.000133677520751953,-0.000161832733154297
0.0003266,7.34085083007813e-06,4.03823852539062e-06,2.05741882324219e-05,-9.72488403320312e-06,-1.54873657226562e-05,-7.0384521484375e-05,-0.000123730926513672,-0.000101751556396484,-0.000146429901123047
0.0003267,-6.553955078125e-06,1.29861450195312e-05,1.43099975585937e-05,-6.13128662109375e-06,-1.56687927246094e-05,-5.36785888671875e-05,-4.541015625e-05,-7.85685729980469e-05,-0.000100839691162109
0.0003268,-4.39971923828125e-06,2.32661437988281e-05,5.5206298828125e-05,3.15740966796875e-05,4.79147338867188e-05,2.74627685546875e-05,2.37420654296875e-05,-1.25210571289063e-05,-2.02436828613281e-05
0.0003269,2.02371215820312e-05,5.79389953613281e-05,6.25093078613281e-05,9.46134948730469e-05,6.38459777832031e-05,8.85987854003906e-05,8.66340637207031e-05,9.95620727539063e-05,9.41281127929688e-05
0.000327,5.76860046386719e-05,4.46162414550781e-05,9.56427001953125e-05,0.000152590789794922,0.000151795043945313,0.000137729187011719,0.000146859588623047,0.000171616516113281,0.000178935394287109
0.0003271,3.3828125e-05,4.81208801269531e-05,8.67413330078125e-05,0.000157149810791016,0.000168142700195313,0.000179951934814453,0.000190123748779297,0.000209267883300781,0.000242754821777344
0.0003272,3.55705261230469e-05,7.01177978515625e-05,9.58969116210938e-05,0.000159733734130859,0.000214519805908203,0.000201964569091797,0.000213157958984375,0.000250712738037109,0.000279100952148438
0.0003273,3.09001159667969e-05,4.95259094238281e-05,8.47891235351562e-05,0.000124322967529297,0.000143994598388672,0.000194470367431641,0.000147237701416016,0.000213062744140625,0.0002016650390625
0.0003274,4.91429138183594e-05,4.06367492675781e-05,7.95236206054688e-05,0.000102944183349609,8.83076477050781e-05,0.000122802276611328,0.000109967193603516,0.000143799438476562,0.000176460418701172
0.0003275,1.4434814453125e-07,3.87158203125e-05,6.61036682128906e-05,6.33824157714844e-05,6.59933471679688e-05,6.95843505859375e-05,7.83653259277344e-05,6.00114440917969e-05,0.000105640411376953
0.0003276,-4.3182373046875e-08,2.84049987792969e-05,3.09674072265625e-05,4.50099182128906e-05,5.7259521484375e-05,5.1739501953125e-05,5.75559997558594e-05,5.734130859375e-05,5.7760009765625e-05
0.0003277,8.42941284179688e-06,1.53115844726563e-05,4.16896057128906e-05,5.22315979003906e-05,3.32305908203125e-05,3.84844970703125e-05,3.18443298339844e-05,2.50547790527344e-05,5.20587158203125e-05
0.0003278,2.2935791015625e-05,4.28065490722656e-05,5.39320373535156e-05,3.53193664550781e-05,6.65945434570313e-05,5.40898132324219e-05,7.25875854492187e-06,3.60952758789063e-05,4.67332458496094e-05
0.0003279,1.88822937011719e-05,4.15065002441406e-05,4.93705749511719e-05,3.831787109375e-05,4.82351684570312e-05,3.87367248535156e-05,1.18739318847656e-05,1.90577697753906e-05,2.125244140625e-05
0.000328,1.58218383789062e-05,3.29550170898437e-05,3.53215026855469e-05,5.09799194335937e-05,5.11911010742187e-05,3.96461486816406e-05,3.01237487792969e-05,3.21176147460937e-05,1.36898803710938e-05
0.0003281,2.4677734375e-05,2.23001098632812e-05,5.11724853515625e-05,4.26626586914062e-05,4.94490051269531e-05,3.81210327148437e-05,2.23612976074219e-05,2.87617492675781e-05,4.16943359375e-05
0.0003282,6.95953369140625e-07,2.92678833007813e-05,4.40086364746094e-05,4.93893432617187e-05,5.78814697265625e-05,7.50738525390625e-05,4.90768432617187e-05,4.41285705566406e-05,4.25030517578125e-05
0.0003283,9.730224609375e-06,4.38937377929687e-05,5.01962280273438e-05,4.90167236328125e-05,3.76109313964844e-05,4.95280456542969e-05,5.86590576171875e-05,8.25553894042969e-05,7.12705993652344e-05
0.0003284,1.59046936035156e-05,2.95674133300781e-05,7.82765197753906e-05,5.92697143554688e-05,8.88493347167969e-05,6.42201232910156e-05,5.64427185058594e-05,4.34011840820313e-05,4.91911315917969e-05
0.0003285,2.40750122070312e-05,3.83366394042969e-05,4.87956237792969e-05,7.12886047363281e-05,3.88633728027344e-05,5.20745849609375e-05,3.49781799316406e-05,4.72543334960937e-05,5.25794982910156e-05
0.0003286,1.68362426757813e-05,3.30819702148438e-05,9.2291259765625e-06,5.94972229003906e-05,4.13429260253906e-05,4.68190002441406e-05,-2.85842895507812e-06,1.60043334960937e-05,3.66908264160156e-05
0.0003287,1.47897338867188e-05,4.12490844726563e-05,1.33747863769531e-05,3.74191284179688e-05,8.81378173828125e-06,-2.17335510253906e-05,-3.23408508300781e-05,-4.37565612792969e-05,-4.36415100097656e-05
0.0003288,-4.5989990234375e-07,7.61154174804688e-06,1.33024597167969e-05,8.51242065429687e-06,-9.90402221679687e-06,-4.75367736816406e-05,-9.10354614257812e-05,-5.98381042480469e-05,-9.65518188476562e-05
0.0003289,-5.63812255859375e-07,1.06590270996094e-05,-6.71966552734375e-06,-1.05169677734375e-05,-2.4442138671875e-05,-5.34344482421875e-05,-0.000101551208496094,-0.000104678802490234,-0.000122400512695312
0.000329,-1.02249145507813e-06,1.64472961425781e-05,-1.08810424804688e-05,-1.86540222167969e-05,-2.92048645019531e-05,-5.65821838378906e-05,-7.70486450195313e-05,-0.000105648956298828,-0.000129432678222656
0.0003291,2.79476928710937e-05,8.72955322265625e-06,5.68191528320313e-06,-3.90640258789062e-05,5.70831298828125e-07,-2.83847045898437e-05,-7.55616760253906e-05,-0.000100231475830078,-0.000115034332275391
0.0003292,2.19189453125e-05,3.19996643066406e-05,4.64553833007812e-06,9.08203125e-07,-1.48292541503906e-05,-4.46141052246094e-05,-6.29391479492188e-05,-9.87640380859375e-05,-9.86378479003906e-05
0.0003293,-2.3614501953125e-06,6.265869140625e-06,-1.5716552734375e-07,-1.65885925292969e-05,-3.1236572265625e-05,-4.72381591796875e-05,-6.769775390625e-05,-0.000100603332519531,-0.000110292358398438
0.0003294,1.77815246582031e-05,2.35606384277344e-05,8.0206298828125e-06,-3.17990112304687e-05,-3.51618957519531e-05,-7.14193725585937e-05,-9.54405212402344e-05,-0.000119244232177734,-0.000138694458007813
0.0003295,2.10093688964844e-05,1.21855163574219e-05,-1.62939453125e-05,-2.2171630859375e-05,-3.4378662109375e-05,-8.94332885742188e-05,-0.000126868286132812,-0.000135019836425781,-0.000167725677490234
0.0003296,2.69195556640625e-06,7.7911376953125e-06,-5.3472900390625e-06,-3.39802551269531e-05,-6.20545959472656e-05,-0.000108887939453125,-0.000155470123291016,-0.000180891723632812,-0.000206634521484375
0.0003297,3.30227661132812e-05,-6.719970703125e-07,-1.74583435058594e-05,-3.49276733398437e-05,-8.09375e-05,-9.60675048828125e-05,-0.000148966827392578,-0.000168518371582031,-0.000190790710449219
0.0003298,2.17648315429687e-05,-2.03253173828125e-05,-3.84536743164063e-06,-1.33451843261719e-05,-5.36325073242188e-05,-5.07049560546875e-05,-9.77998352050781e-05,-0.000120531005859375,-0.000141307067871094
0.0003299,-2.27874755859375e-06,2.62532043457031e-05,2.34068298339844e-05,2.55326843261719e-05,7.666015625e-07,-1.0325927734375e-05,-2.44819641113281e-05,-2.56024169921875e-05,-2.3487548828125e-05
0.00033,2.32672119140625e-05,6.83061218261719e-05,5.12919616699219e-05,6.60287475585937e-05,0.000112835693359375,7.6585693359375e-05,5.78938293457031e-05,7.08160400390625e-05,8.53608703613281e-05
0.0003301,2.71530151367187e-05,5.198974609375e-05,8.98399353027344e-05,0.000101459350585937,0.000128095092773438,0.000116724243164063,9.51583862304687e-05,0.000112123718261719,0.000150717926025391
0.0003302,1.71694946289063e-05,4.38418579101562e-05,6.90322875976563e-05,0.000100951690673828,0.000127535247802734,0.000126517639160156,0.000113017883300781,0.000101885681152344,0.000148758392333984
0.0003303,2.83808898925781e-05,4.68490600585937e-05,7.98678588867188e-05,7.76942443847656e-05,0.000107693176269531,8.92843627929688e-05,6.24114990234375e-05,5.16221618652344e-05,0.000113370513916016
0.0003304,4.26483154296875e-06,4.52781677246094e-05,5.70608520507813e-05,4.6248779296875e-05,8.03559875488281e-05,3.69232177734375e-05,4.69371032714844e-05,3.83950805664062e-05,5.75570678710938e-05
0.0003305,3.69548034667969e-05,2.21440124511719e-05,3.3258056640625e-05,4.08760070800781e-05,5.85397338867188e-05,3.93995666503906e-05,4.55415344238281e-05,3.2674560546875e-05,7.20402526855469e-05
0.0003306,4.37429809570312e-05,2.270263671875e-05,4.91773986816406e-05,8.43841552734375e-05,6.78846740722656e-05,7.76498413085938e-05,6.06167602539062e-05,8.1019287109375e-05,8.18515014648438e-05
0.0003307,2.01646423339844e-05,5.89772033691406e-05,6.39212036132813e-05,9.53802490234375e-05,9.51484680175781e-05,0.000117919921875,7.6419677734375e-05,0.000121961669921875,0.000129438323974609
0.0003308,1.21322631835938e-05,3.26713562011719e-05,9.05317687988281e-05,0.000109160461425781,0.000127246551513672,0.000149124450683594,0.000108756866455078,0.000133030853271484,0.000159044342041016
0.0003309,1.12289428710937e-05,5.11534118652344e-05,7.24298095703125e-05,9.09063720703125e-05,0.000115387420654297,0.000106904907226563,0.000101748962402344,0.000110158081054688,0.000123630065917969
0.000331,3.752197265625e-05,2.9727783203125e-05,5.65605163574219e-05,8.75975036621094e-05,6.82493591308594e-05,6.28120422363281e-05,6.34925842285156e-05,8.84483337402344e-05,8.65632629394531e-05
0.0003311,3.63662719726563e-05,2.84735107421875e-05,3.17214965820312e-05,4.89138793945313e-05,2.44277954101562e-05,3.14378356933594e-05,-1.67329406738281e-05,3.15203857421875e-05,1.58564758300781e-05
0.0003312,1.24403381347656e-05,3.34236145019531e-05,1.48223876953125e-06,1.0927734375e-05,-6.75048828125e-06,1.85740661621094e-05,-2.58897399902344e-05,-3.58525085449219e-05,-5.55818176269531e-05
0.0003313,2.15757751464844e-05,7.79739379882812e-06,1.36700439453125e-05,-5.36209106445313e-06,1.51577758789062e-05,-3.27314758300781e-05,-5.99053955078125e-05,-7.93830871582031e-05,-7.56410217285156e-05
0.0003314,2.2557373046875e-05,3.24751281738281e-05,1.39755249023438e-06,2.15296936035156e-05,6.7138671875e-06,-6.66488647460938e-06,-4.73780822753906e-05,-4.16160583496094e-05,-8.98713684082031e-05
0.0003315,6.75582885742187e-06,8.24066162109375e-06,1.88087463378906e-05,3.18405151367187e-05,3.36155700683594e-05,-3.646240234375e-06,-5.46661376953125e-06,-1.47221374511719e-05,-2.45159912109375e-05
0.0003316,3.75456237792969e-05,4.89772033691406e-05,5.01727294921875e-05,5.88601684570313e-05,4.99073791503906e-05,4.91561889648437e-05,2.60063171386719e-05,1.94198608398437e-05,3.53511047363281e-05
0.0003317,1.76483154296875e-05,4.80220031738281e-05,7.08305358886719e-05,5.79408264160156e-05,7.6304931640625e-05,8.50639343261719e-05,7.07562255859375e-05,9.97943115234375e-05,9.29780578613281e-05
0.0003318,4.64968872070312e-05,5.22590637207031e-05,8.35285949707031e-05,9.21708679199219e-05,0.000113225402832031,0.000131659393310547,0.000101024169921875,0.000122155609130859,0.000131680755615234
0.0003319,2.04441833496094e-05,5.21064758300781e-05,8.51167297363281e-05,0.000115122528076172,0.000127438812255859,0.000138682861328125,0.000155087585449219,0.000157802581787109,0.000170178833007813
0.000332,3.34552001953125e-05,7.9329833984375e-05,0.000104059600830078,0.00013171142578125,0.000144699859619141,0.000135975646972656,0.000148582916259766,0.000163152618408203,0.000208607330322266
0.0003321,2.32185363769531e-05,3.40365600585938e-05,7.98104858398438e-05,9.97610473632812e-05,0.000111203460693359,0.000123132629394531,0.000119132080078125,0.00015758056640625,0.000178186645507812
0.0003322,1.9874267578125e-05,6.52377319335937e-05,4.16697692871094e-05,4.62428283691406e-05,7.10813903808594e-05,7.50883483886719e-05,8.80204772949219e-05,0.000107013702392578,0.0001165625
0.0003323,5.597412109375e-05,3.87779235839844e-05,6.39532470703125e-05,5.37217712402344e-05,5.85139465332031e-05,5.08341979980469e-05,4.93698120117188e-05,5.01785278320313e-05,5.94451904296875e-05
0.0003324,4.69772338867187e-05,3.45283508300781e-05,4.56608581542969e-05,5.25825500488281e-05,4.876953125e-05,4.26533508300781e-05,2.41133117675781e-05,3.69195556640625e-05,3.81118774414063e-05
0.0003325,3.078369140625e-05,4.60469055175781e-05,6.51968383789062e-05,4.56631469726562e-05,3.25724792480469e-05,5.05294799804687e-05,-1.52552795410156e-05,6.17538452148437e-06,3.07131958007813e-05
0.0003326,5.49652099609375e-06,3.19107055664062e-05,5.01783752441406e-05,3.75628662109375e-05,3.96400451660156e-05,4.14476013183594e-05,1.81219482421875e-05,1.15052795410156e-05,1.2913818359375e-05
0.0003327,1.70695495605469e-05,1.19560241699219e-05,3.15483093261719e-05,3.96394348144531e-05,4.1485595703125e-05,-8.99810791015625e-06,-2.27043151855469e-05,-1.2938232421875e-05,1.01521301269531e-05
