t,V10,V25,V50,V75,V100,V125,V150,V175,V200
0.0006783,2.66178894042969e-05,3.41070556640625e-05,4.54316711425781e-05,6.34886169433594e-05,5.27313232421875e-05,4.96649169921875e-05,1.04116821289062e-05,4.71145629882812e-05,5.1153564453125e-05
0.0006784,1.70343017578125e-05,3.62873840332031e-05,3.36575317382813e-05,2.21340942382812e-05,5.16534423828125e-05,1.08871459960937e-05,1.57228088378906e-05,1.63902282714844e-05,3.38673400878906e-05
0.0006785,2.31561279296875e-05,3.41661071777344e-05,5.21542358398438e-05,4.03498840332031e-05,7.46914672851563e-05,4.66757202148438e-05,4.78958129882813e-06,1.52999877929687e-06,1.69210815429688e-05
0.0006786,1.39328002929688e-05,4.75546264648438e-05,4.94459533691406e-05,4.02021789550781e-05,4.59500122070312e-05,4.611572265625e-05,8.416748046875e-07,1.59391784667969e-05,1.24008178710937e-05
0.0006787,1.76911926269531e-05,2.26864624023437e-05,1.9005126953125e-05,3.94148254394531e-05,3.84239196777344e-05,2.56135559082031e-05,1.85470581054688e-05,1.5106201171875e-05,2.80854797363281e-05
0.0006788,1.234375e-05,2.42738342285156e-05,2.2490234375e-05,3.74296569824219e-05,2.89714050292969e-05,2.43717956542969e-05,2.28373718261719e-05,1.22227478027344e-05,-4.96826171875e-06
0.0006789,1.60002136230469e-05,2.4642333984375e-05,3.6868896484375e-05,1.99295043945313e-05,4.48583984375e-05,2.70361328125e-05,6.8792724609375e-06,1.31796264648437e-05,1.468505859375e-05
0.000679,1.08778381347656e-05,1.61360168457031e-05,3.10417175292969e-05,5.26710510253906e-05,4.14952087402344e-05,2.79483032226563e-05,-9.17892456054688e-06,1.78955078125e-05,1.04255676269531e-05
0.0006791,1.74929809570312e-05,1.81350708007812e-05,1.84919738769531e-05,4.49826049804688e-05,7.88314819335937e-06,4.166259765625e-06,-2.989501953125e-06,-2.02835083007813e-05,-2.00883483886719e-05
0.0006792,3.64642333984375e-05,2.4866943359375e-05,5.98175048828125e-06,-2.8466796875e-06,-6.01089477539063e-06,-7.98324584960938e-06,-4.08651733398438e-05,-4.31460571289063e-05,-7.83805847167969e-05
0.0006793,5.22354125976562e-06,1.36775207519531e-05,1.8865966796875e-05,-4.41619873046875e-06,-9.41375732421875e-06,-3.47186279296875e-05,-8.23388671875e-05,-6.80096435546875e-05,-0.000100129699707031
0.0006794,6.6162109375e-06,1.35914611816406e-05,-1.31361389160156e-05,-1.02851867675781e-05,-3.2139892578125e-05,-6.11639404296875e-05,-9.64173889160156e-05,-9.56724548339844e-05,-0.000102294158935547
0.0006795,4.48562622070313e-06,-2.78732299804687e-05,-1.45022583007813e-05,-2.095458984375e-05,-2.33879089355469e-05,-5.95501708984375e-05,-7.75930786132812e-05,-0.000122520751953125,-0.000114358825683594
0.0006796,-8.34518432617188e-06,4.98626708984375e-06,2.63328552246094e-05,-6.53076171875e-08,-1.02833557128906e-05,-6.02151489257812e-05,-6.14166259765625e-05,-6.96229553222656e-05,-9.78448486328125e-05
0.0006797,2.24507141113281e-05,2.21591186523438e-05,2.98919677734375e-06,1.32794189453125e-05,-1.04624938964844e-05,-1.47808837890625e-05,-5.26654052734375e-05,-5.97511291503906e-05,-6.17465209960937e-05
0.0006798,3.98054504394531e-05,1.96151733398437e-06,1.92385864257813e-05,1.728271484375e-05,9.22317504882813e-06,1.24923706054687e-06,-4.04727172851563e-05,-3.73725891113281e-05,-3.27323913574219e-05
0.0006799,2.41482543945313e-05,2.33685302734375e-05,2.51606750488281e-05,7.09609985351563e-06,1.8016357421875e-05,3.15782165527344e-05,-4.56695556640625e-05,-6.02569580078125e-06,-2.77568054199219e-05
0.00068,1.5399169921875e-05,4.92665100097656e-05,4.400146484375e-05,3.61050415039062e-05,2.40121459960938e-05,9.12460327148438e-06,-9.48715209960938e-06,-2.39476013183594e-05,-2.87237548828125e-05
0.0006801,3.370361328125e-06,3.35795593261719e-05,2.34130859375e-05,2.46047973632813e-06,6.34048461914062e-06,-4.48989868164063e-06,-3.40924072265625e-05,-4.65667724609375e-05,-4.81730651855469e-05
0.0006802,3.73748779296875e-06,1.00709533691406e-05,-3.87100219726563e-06,7.0550537109375e-06,3.84307861328125e-06,-4.53231811523438e-06,-4.47923278808594e-05,-6.81916809082031e-05,-8.58767700195313e-05
0.0006803,1.23320007324219e-05,3.5001220703125e-05,1.56941223144531e-05,2.04884338378906e-05,-2.44094848632813e-05,-4.09817504882812e-05,-4.0225830078125e-05,-4.28836059570312e-05,-6.939208984375e-05
0.0006804,2.44718933105469e-05,1.84226989746094e-05,3.52520751953125e-05,1.22586059570312e-05,9.59426879882813e-06,-3.36921691894531e-05,-5.29025268554688e-05,-5.21543884277344e-05,-9.25778198242187e-05
0.0006805,-6.65206909179688e-06,1.87272644042969e-05,2.2413330078125e-05,1.60673522949219e-05,1.74520874023437e-05,-1.49601745605469e-05,-1.76397705078125e-05,-3.37376403808594e-05,-5.54035949707031e-05
0.0006806,2.85211181640625e-05,3.35063171386719e-05,5.260986328125e-05,1.88291931152344e-05,1.42878723144531e-05,8.80523681640625e-06,-4.81964111328125e-06,-2.54707336425781e-05,-2.06796264648438e-05
0.0006807,5.42826843261719e-05,2.59156799316406e-05,3.60263061523437e-05,3.24032592773438e-05,2.69775390625e-05,-1.22560119628906e-05,-2.40745544433594e-05,-3.46145629882812e-06,-2.71696472167969e-05
0.0006808,5.53497314453125e-06,2.99851989746094e-05,2.79412841796875e-05,3.23927307128906e-05,1.56301879882813e-05,2.75396728515625e-05,-5.43212890625e-07,2.89665222167969e-05,1.29287719726563e-05
0.0006809,7.5958251953125e-06,3.35897827148438e-05,4.30230712890625e-05,5.0430908203125e-05,3.81690979003906e-05,5.65144348144531e-05,1.65263366699219e-05,2.39324951171875e-05,2.63725280761719e-05
0.000681,2.11238098144531e-05,4.71919250488281e-05,4.45835876464844e-05,4.94584655761719e-05,4.36471557617187e-05,5.15037536621094e-05,1.58576965332031e-05,3.43772888183594e-05,5.15380859375e-05
0.0006811,2.13311767578125e-05,4.27983093261719e-05,3.88648986816406e-05,5.45928955078125e-05,5.38214111328125e-05,6.36489868164063e-05,2.80072021484375e-05,2.333984375e-05,5.88296508789062e-05
0.0006812,3.193603515625e-05,4.73396301269531e-05,6.02784729003906e-05,4.91667175292969e-05,8.5084228515625e-05,8.42578125e-05,6.4036865234375e-05,6.62008666992188e-05,3.94596862792969e-05
0.0006813,2.04864501953125e-05,1.76699829101563e-05,6.78887939453125e-05,7.41807556152344e-05,7.18571472167969e-05,5.74423217773438e-05,4.32492065429687e-05,3.65629577636719e-05,2.95602416992187e-05
0.0006814,2.91299438476563e-05,8.45855712890625e-06,3.94316101074219e-05,4.84352111816406e-05,4.80198669433594e-05,5.27520751953125e-05,4.32720947265625e-05,3.32881164550781e-05,2.25816345214844e-05
0.0006815,1.76985168457031e-05,3.55520629882813e-05,4.73983764648438e-05,6.25437927246094e-05,6.42390441894531e-05,4.90994262695313e-05,3.96463012695313e-05,3.5277099609375e-05,3.29057312011719e-05
0.0006816,4.58251953125e-06,3.43577575683594e-05,3.70204162597656e-05,4.05799865722656e-05,4.22151184082031e-05,6.19363403320313e-05,3.73725891113281e-05,2.94747924804687e-05,3.29887390136719e-05
0.0006817,1.38734436035156e-05,3.80308532714844e-05,4.05754089355469e-05,6.5880126953125e-05,5.18246459960937e-05,2.62248229980469e-05,3.42848205566406e-05,3.15913391113281e-05,5.00148010253906e-05
0.0006818,1.42453002929688e-05,4.74342346191406e-05,5.19247436523438e-05,5.83921813964844e-05,4.32017517089844e-05,4.43020629882813e-05,3.93876647949219e-05,6.27828979492187e-05,4.29830932617188e-05
0.0006819,2.13601684570312e-05,2.89134216308594e-05,8.30812072753906e-05,5.24185180664062e-05,7.88740539550781e-05,6.72285461425781e-05,5.78384399414063e-05,6.11029052734375e-05,5.509521484375e-05
0.000682,3.94535827636719e-05,6.0931396484375e-06,6.03878784179688e-05,7.20570373535156e-05,9.74821472167969e-05,5.90216064453125e-05,7.04115295410156e-05,6.15621948242187e-05,8.42152404785156e-05
0.0006821,2.68769836425781e-05,3.14703369140625e-05,3.74919128417969e-05,7.63223266601562e-05,9.51815795898438e-05,7.60415649414063e-05,5.24197387695313e-05,7.64842224121094e-05,6.49772644042969e-05
0.0006822,9.03976440429688e-06,4.24774169921875e-05,6.42648315429688e-05,7.60108947753906e-05,5.93159484863281e-05,6.45112609863281e-05,4.95005798339844e-05,6.33619689941406e-05,6.17793273925781e-05
0.0006823,2.51406860351563e-05,3.99650573730469e-05,3.89878845214844e-05,5.46754455566406e-05,5.35330200195313e-05,6.35716247558594e-05,3.86390686035156e-05,4.13740539550781e-05,4.9273681640625e-05
0.0006824,2.60154724121094e-05,2.84384155273437e-05,2.194580078125e-05,2.65835571289062e-05,5.61849975585937e-05,2.72216796875e-05,1.14862060546875e-05,1.97854614257812e-05,1.02546691894531e-05
0.0006825,8.29132080078125e-06,1.39117431640625e-05,3.43533325195313e-05,2.65060424804688e-05,1.24969482421875e-07,1.21188354492188e-05,-2.7926025390625e-05,-1.51295471191406e-05,-2.15042114257812e-05
0.0006826,-3.12545776367188e-06,3.79020690917969e-05,3.55947875976563e-05,2.97926330566406e-05,3.150634765625e-05,2.7484130859375e-06,-3.19735717773437e-05,-4.69856262207031e-05,-6.46868896484375e-05
0.0006827,1.27484130859375e-05,1.46646118164062e-05,1.4766845703125e-05,3.51307678222656e-05,3.28842163085937e-06,-1.80497741699219e-05,-5.73330688476562e-05,-5.13825988769531e-05,-8.90396118164063e-05
0.0006828,2.60745239257813e-05,1.90415954589844e-05,3.459716796875e-05,2.90359497070313e-06,-9.72900390625e-07,-2.40103149414063e-05,-7.24502563476562e-05,-5.87957763671875e-05,-7.13665771484375e-05
0.0006829,1.39764404296875e-05,1.21330261230469e-05,3.18133544921875e-05,5.8612060546875e-06,-1.19805908203125e-05,9.96917724609375e-06,-3.74989318847656e-05,-4.28713989257812e-05,-5.48175048828125e-05
0.000683,4.09579467773438e-05,3.99014282226563e-05,2.83039855957031e-05,4.03611755371094e-05,3.34780883789063e-05,2.38401794433594e-05,1.93344116210937e-06,-7.70462036132812e-06,-1.19990539550781e-05
0.0006831,1.43064880371094e-05,4.37995910644531e-05,4.20745849609375e-05,3.45155334472656e-05,4.80845642089844e-05,6.19853210449219e-05,2.56149291992188e-05,1.29182434082031e-05,6.22711181640625e-06
0.0006832,-2.042236328125e-06,4.07783508300781e-05,5.07928466796875e-05,5.76925659179688e-05,4.10440063476562e-05,4.95191955566406e-05,4.51976013183594e-05,4.56585693359375e-05,5.18751525878906e-05
0.0006833,6.68304443359375e-06,3.37159729003906e-05,4.6824951171875e-05,9.12777709960938e-05,9.72592163085938e-05,7.04400634765625e-05,6.51805114746094e-05,0.000100934600830078,9.60040283203125e-05
0.0006834,2.85920715332031e-05,3.78477478027344e-05,7.70433044433594e-05,8.89898681640625e-05,8.90956115722656e-05,8.98406982421875e-05,7.06585693359375e-05,7.59585571289062e-05,0.000102537994384766
0.0006835,1.1646728515625e-05,5.00970458984375e-05,8.21200561523438e-05,7.96817016601562e-05,0.000107022705078125,7.93183898925781e-05,8.11373901367187e-05,9.30537414550781e-05,9.70315551757812e-05
0.0006836,5.35232543945312e-06,5.89764404296875e-05,4.69866943359375e-05,8.55532836914062e-05,7.87031555175781e-05,8.16868591308594e-05,6.02485656738281e-05,8.02940368652344e-05,9.38986206054687e-05
0.0006837,6.6162109375e-06,3.79673767089844e-05,4.91082763671875e-05,6.60530090332031e-05,6.97967529296875e-05,7.90740966796875e-05,6.29898071289062e-05,5.75772094726563e-05,5.115966796875e-05
0.0006838,2.9556884765625e-05,4.42582702636719e-05,8.33908081054687e-05,8.25616455078125e-05,6.97557067871094e-05,5.90646362304688e-05,4.1148681640625e-05,8.45339965820312e-05,7.33439636230469e-05
0.0006839,3.99368286132813e-05,3.50381469726563e-05,5.10577392578125e-05,7.3192138671875e-05,8.31451416015625e-05,8.51214599609375e-05,8.02046203613281e-05,9.38702392578125e-05,9.85989379882813e-05
0.000684,1.3863525390625e-05,4.560791015625e-05,8.1583251953125e-05,8.24542236328125e-05,9.10508728027344e-05,0.000109584045410156,9.03158569335938e-05,0.000124174652099609,0.000141045074462891
0.0006841,-4.18853759765625e-07,7.63232421875e-05,6.614501953125e-05,8.89793395996094e-05,8.82110595703125e-05,0.000118401336669922,0.000116472625732422,0.000142925415039063,0.000156611328125
0.0006842,5.43910217285156e-05,5.33027648925781e-05,0.000102823791503906,9.86050415039063e-05,0.00012449951171875,0.000125279388427734,0.000122688446044922,0.000139486541748047,0.000168571014404297
0.0006843,2.49716186523438e-05,2.37258911132813e-05,0.000108710784912109,0.000101515502929688,0.000129889068603516,0.000113153991699219,0.000100626983642578,0.000137568054199219,0.000135763244628906
0.0006844,1.640869140625e-05,4.8338623046875e-05,5.705322265625e-05,7.6343994140625e-05,9.93498229980469e-05,9.57427978515625e-05,6.97079467773438e-05,0.000103205718994141,0.000107899322509766
0.0006845,2.06333923339844e-05,2.98031616210938e-05,5.33201599121094e-05,4.34080505371094e-05,6.86422729492188e-05,4.31817626953125e-05,3.46522521972656e-05,4.94268798828125e-05,3.93061828613281e-05
0.0006846,2.31721496582031e-05,8.5040283203125e-06,5.0452880859375e-05,1.00242614746094e-05,1.81785583496094e-05,2.20819091796875e-05,-1.00418090820313e-06,-2.22398376464844e-05,-1.1990966796875e-05
0.0006847,3.37860107421875e-05,9.32281494140625e-06,-1.7230224609375e-06,2.02792358398437e-05,-1.74900817871094e-05,-1.35723876953125e-05,-3.36099243164062e-05,-6.52874755859375e-05,-6.67503356933594e-05
0.0006848,4.02740478515625e-06,1.09051513671875e-05,2.82218933105469e-05,1.40901184082031e-05,-2.69859313964844e-05,-7.55235290527344e-05,-9.58584594726562e-05,-0.000105316467285156,-0.00011446533203125
0.0006849,-1.724365234375e-05,1.52861022949219e-05,8.0902099609375e-06,-4.92706298828125e-05,-5.54092407226562e-05,-7.18307495117188e-05,-0.000139113922119141,-0.000144889984130859,-0.000177607727050781
0.000685,4.21957397460938e-05,-7.20245361328125e-06,-1.58920288085937e-06,-2.26390075683594e-05,-6.69313049316406e-05,-9.16775512695313e-05,-0.00014813232421875,-0.000154521789550781,-0.000175731811523437
0.0006851,4.84420776367188e-06,2.7738037109375e-05,-5.79452514648438e-06,-7.32757568359375e-06,-7.38679504394531e-05,-9.76692199707031e-05,-0.000128944549560547,-0.000163136901855469,-0.000181254425048828
0.0006852,4.92919921875e-06,2.07432556152344e-05,-2.25692749023438e-05,-3.64234924316406e-05,-6.43846130371094e-05,-9.41215515136719e-05,-0.000112547149658203,-0.000154161682128906,-0.000181457366943359
0.0006853,1.27372741699219e-05,1.360595703125e-05,1.72657775878906e-05,-1.75718688964844e-05,-5.64041137695313e-06,-7.1021728515625e-05,-0.000121151275634766,-9.61294555664063e-05,-0.000141717987060547
0.0006854,4.61297607421875e-05,1.7781982421875e-05,2.38693237304688e-05,-1.9298095703125e-05,-4.251708984375e-06,-2.16575622558594e-05,-6.74952697753906e-05,-5.51760864257812e-05,-9.53349304199219e-05
0.0006855,-1.98699951171875e-06,3.6767578125e-06,3.11297607421875e-05,7.14874267578125e-06,5.41213989257813e-06,-2.98355102539063e-06,-3.03843688964844e-05,-2.67910766601563e-05,-5.2308349609375e-05
0.0006856,4.6038818359375e-06,1.65892028808594e-05,5.13410949707031e-05,2.37318420410156e-05,3.46009826660156e-05,7.57080078125e-06,4.15084838867187e-06,-3.28135681152344e-05,-1.04908752441406e-05
0.0006857,5.37971496582031e-05,3.53326416015625e-05,4.19476318359375e-05,5.93408203125e-05,2.80665588378906e-05,3.65577697753906e-05,2.76422119140625e-05,1.09005737304688e-05,-5.52658081054688e-06
0.0006858,3.0662841796875e-05,3.93765258789062e-05,1.65547180175781e-05,4.65902709960937e-05,3.12937927246094e-05,3.20994567871094e-05,2.79173278808594e-05,6.46316528320313e-06,4.31930541992187e-06
0.0006859,9.02084350585937e-06,1.1322021484375e-05,4.79872131347656e-05,5.15141296386719e-05,2.29631042480469e-05,1.47544860839844e-05,8.62060546875e-06,5.38742065429688e-06,1.09794616699219e-05
0.000686,7.962646484375e-06,1.1534423828125e-05,2.20558166503906e-05,2.10252380371094e-05,3.80827331542969e-05,1.328857421875e-05,2.74215698242188e-06,-1.61982727050781e-05,3.11859130859375e-06
0.0006861,-1.80068969726563e-06,4.68827819824219e-05,3.03141784667969e-05,2.72000122070313e-05,2.77607727050781e-05,2.40066528320312e-06,-2.84623718261719e-05,-1.16436767578125e-05,-2.42428588867187e-05
0.0006862,6.95648193359375e-06,2.53010559082031e-05,3.58699035644531e-05,2.62368774414062e-05,1.89012145996094e-05,8.61892700195312e-06,-3.77655029296875e-07,6.4166259765625e-06,1.15097045898437e-06
0.0006863,1.57412719726562e-05,3.98945617675781e-05,4.53758239746094e-05,2.92997741699219e-05,5.44851684570313e-05,4.43876647949219e-05,2.69627380371094e-05,2.47308349609375e-05,2.39625549316406e-05
0.0006864,6.59103393554688e-06,5.00404357910156e-05,6.23019409179688e-05,5.70661926269531e-05,8.16807556152344e-05,7.64707946777344e-05,6.41357421875e-05,6.87004089355469e-05,7.15461730957031e-05
0.0006865,2.39183044433594e-05,4.32073974609375e-05,7.85009765625e-05,8.99980163574219e-05,9.79069519042969e-05,0.000101831817626953,6.85313415527344e-05,9.80908203125e-05,0.000120335693359375
0.0006866,4.67951965332031e-05,5.35765075683594e-05,6.34172058105469e-05,9.29167175292969e-05,9.00637817382812e-05,0.000117530975341797,9.57600402832031e-05,0.00012446044921875,0.000128212585449219
0.0006867,2.17161560058594e-05,7.04035949707031e-05,8.55532836914062e-05,0.000114746398925781,0.000130909271240234,0.000107163391113281,8.266845703125e-05,0.000136783294677734,0.000156604309082031
0.0006868,4.73260498046875e-05,5.79005432128906e-05,7.26318359375e-05,8.29100036621094e-05,9.77696228027344e-05,8.89686584472656e-05,9.95071411132813e-05,9.22657775878906e-05,0.000122059326171875
0.0006869,1.83634948730469e-05,6.39678955078125e-05,7.58174133300781e-05,3.87307739257813e-05,6.33892822265625e-05,7.57060241699219e-05,6.09016418457031e-05,7.70083618164063e-05,8.51200866699219e-05
0.000687,1.2093505859375e-05,5.91326904296875e-05,3.50334167480469e-05,6.34170532226563e-05,5.7899169921875e-05,2.78688049316406e-05,2.69647216796875e-05,3.41365051269531e-05,6.20133972167969e-05
0.0006871,5.679931640625e-06,4.59690856933594e-05,4.40179443359375e-05,4.9443359375e-05,1.79985046386719e-05,8.88641357421875e-06,1.56419372558594e-05,-1.59317016601563e-06,1.05256652832031e-05
0.0006872,2.45269775390625e-05,6.27197265625e-06,2.91461181640625e-05,2.203125e-05,1.84884643554687e-05,2.85820007324219e-05,-1.05287170410156e-05,-6.53884887695313e-06,-2.24186706542969e-05
0.0006873,2.36866760253906e-05,1.16159057617188e-05,1.65023803710938e-05,3.58609008789062e-05,1.34187316894531e-05,2.32243347167969e-05,-1.3516845703125e-05,-1.24908447265625e-05,-6.16780090332031e-05
0.0006874,9.82269287109375e-06,2.18844604492188e-05,3.00784301757813e-05,1.45596313476563e-05,9.31625366210938e-06,4.30618286132813e-06,-2.48947143554688e-05,-1.02813720703125e-05,-2.7957763671875e-05
0.0006875,5.44326782226563e-06,3.0838623046875e-05,2.24421691894531e-05,1.82377624511719e-05,1.02635192871094e-05,-4.26736450195313e-05,-6.24850463867187e-05,-4.94210815429688e-05,-7.16316223144531e-05
0.0006876,1.27206420898438e-05,3.55134582519531e-05,-1.37075805664063e-05,7.818603515625e-06,-1.22402954101563e-05,-4.77224731445313e-05,-7.49517822265625e-05,-9.34849548339844e-05,-0.000107489013671875
0.0006877,3.94599914550781e-05,8.51898193359375e-06,-1.29252624511719e-05,-7.48886108398438e-06,-3.53836059570312e-05,-6.88504028320312e-05,-0.000108409576416016,-0.000110823669433594,-0.000120089263916016
0.0006878,2.8265380859375e-06,3.74771118164062e-06,-1.93557739257813e-06,-2.32339477539062e-05,-4.18086242675781e-05,-5.14204406738281e-05,-9.05378723144531e-05,-0.000108496856689453,-0.000123306884765625
0.0006879,1.59242248535156e-05,2.81977844238281e-05,7.53616333007813e-06,1.31671142578125e-05,-1.50892639160156e-05,-2.12092590332031e-05,-6.75613403320312e-05,-9.6348876953125e-05,-6.17401123046875e-05
0.000688,1.6595458984375e-06,3.46186828613281e-05,1.45016479492188e-05,3.73016357421875e-05,2.32318115234375e-05,-2.46308898925781e-05,-1.317138671875e-05,-3.55613708496094e-05,-5.52880859375e-05
0.0006881,6.95938110351563e-06,3.4306640625e-05,1.99650573730469e-05,4.20600891113281e-05,2.71261596679688e-05,2.97343444824219e-05,-1.25981140136719e-05,-6.10015869140625e-06,-2.38633728027344e-05
0.0006882,3.58201599121094e-05,1.81219482421875e-05,5.758544921875e-05,4.21672058105469e-05,3.57261657714844e-05,5.69203186035156e-05,1.99923706054687e-05,3.26947021484375e-05,2.80821228027344e-05
0.0006883,4.58314514160156e-05,3.80947875976562e-05,5.60078430175781e-05,5.93496704101563e-05,6.94731140136719e-05,6.64424133300781e-05,5.03970336914063e-05,6.34393310546875e-05,6.18386840820313e-05
0.0006884,2.61238098144531e-05,4.58740234375e-05,5.18722534179687e-05,5.58345031738281e-05,9.54019165039062e-05,7.4158935546875e-05,5.01416015625e-05,6.54173278808594e-05,6.12655639648438e-05
0.0006885,1.78684997558594e-05,4.887451171875e-05,5.81814575195313e-05,7.23124694824219e-05,6.68949890136719e-05,8.18754577636719e-05,6.09202575683594e-05,7.41204833984375e-05,5.50822448730469e-05
0.0006886,3.26638793945313e-05,2.58096313476562e-05,1.81965637207031e-05,5.41500854492187e-05,5.91159057617188e-05,5.22990417480469e-05,4.55859375e-05,4.42689514160156e-05,8.03794860839844e-05
0.0006887,5.05516052246094e-05,3.68623352050781e-05,6.98878479003906e-05,4.94845581054688e-05,7.60948181152344e-05,5.79647827148437e-05,3.35462951660156e-05,6.56063842773438e-05,4.850830078125e-05
0.0006888,1.39109802246094e-05,3.64498901367188e-05,6.1986083984375e-05,6.51329040527344e-05,6.26141357421875e-05,5.40983581542969e-05,2.96810913085938e-05,6.66337585449219e-05,5.36408996582031e-05
0.0006889,4.98077392578125e-06,3.4735107421875e-05,7.08860778808594e-05,4.18356323242187e-05,6.81025695800781e-05,5.791015625e-05,5.78709411621094e-05,5.32795715332031e-05,6.84162902832031e-05
0.000689,3.78787231445312e-05,3.56388854980469e-05,5.24188232421875e-05,6.25222778320312e-05,4.26521301269531e-05,8.57185363769531e-05,4.782470703125e-05,5.75724792480469e-05,5.67105102539063e-05
0.0006891,8.49960327148438e-06,1.79835510253906e-05,3.98048400878906e-05,7.41378784179687e-05,6.304443359375e-05,6.9620361328125e-05,4.3289794921875e-05,7.58009338378906e-05,7.09573364257813e-05
0.0006892,3.73394775390625e-05,6.7314453125e-05,6.77841186523438e-05,4.64877319335937e-05,4.0084228515625e-05,5.03874206542969e-05,4.72636413574219e-05,5.06393432617188e-05,7.08375549316406e-05
0.0006893,2.58721923828125e-05,4.14207458496094e-05,6.10105895996094e-05,7.34123229980469e-05,4.83473205566406e-05,4.09873962402344e-05,5.513916015625e-05,4.96080017089844e-05,6.36654663085938e-05
0.0006894,1.94554138183594e-05,3.00352478027344e-05,4.04510498046875e-05,4.29354858398438e-05,4.11351013183594e-05,2.65744018554687e-05,2.90754699707031e-05,3.4580078125e-05,3.76239013671875e-05
0.0006895,3.99566650390625e-05,1.69548034667969e-05,3.14385986328125e-05,3.05244445800781e-05,4.08389282226562e-05,3.98776245117188e-05,-1.46986389160156e-05,-1.03114318847656e-05,1.66748046875e-05
0.0006896,3.08869934082031e-05,1.098388671875e-05,6.87240600585938e-06,2.11477661132812e-05,2.82185363769531e-05,6.37115478515625e-06,-1.783447265625e-06,-1.29316711425781e-05,-1.58955383300781e-05
0.0006897,1.66696166992187e-05,2.42279052734375e-05,9.31686401367187e-06,3.92623901367188e-06,3.65646362304688e-05,-1.73736572265625e-06,-1.99998474121094e-05,-3.18798828125e-05,-3.31993103027344e-05
0.0006898,2.38822937011719e-05,2.99380493164063e-05,2.54302978515625e-06,4.37648010253906e-05,2.46153259277344e-05,1.65690612792969e-05,-2.5955810546875e-05,-6.05056762695312e-06,-5.04837036132813e-06
0.0006899,2.10282897949219e-05,1.47096252441406e-05,5.74130249023438e-05,4.53501892089844e-05,1.4212646484375e-05,2.41172790527344e-05,-7.76153564453125e-06,-2.99766540527344e-05,-9.50729370117188e-06
0.00069,1.53236389160156e-05,2.35005187988281e-05,4.08656311035156e-05,4.99874877929688e-05,6.50326538085937e-05,1.42695617675781e-05,6.21749877929687e-06,1.66531372070313e-05,-2.03912353515625e-05
0.0006901,1.37582397460938e-05,3.99302673339844e-05,3.11251831054688e-05,6.45487976074219e-05,5.09197998046875e-05,2.85798645019531e-05,2.98661804199219e-05,-2.02255249023438e-06,1.92549133300781e-05
0.0006902,4.35800170898437e-05,2.89947509765625e-05,3.52667236328125e-05,4.65863037109375e-05,6.4267578125e-05,2.71607971191406e-05,1.98712158203125e-05,9.569091796875e-06,2.38887023925781e-05
0.0006903,3.02461242675781e-05,4.90765380859375e-05,4.48582458496094e-05,6.27430725097656e-05,5.23689270019531e-05,3.28982543945313e-05,4.67472839355469e-05,2.77081298828125e-05,4.11485290527344e-05
0.0006904,2.29609680175781e-05,6.78311157226563e-05,5.084716796875e-05,3.97358703613281e-05,4.59428405761719e-05,5.82717895507812e-05,4.10806274414063e-05,3.22447204589844e-05,4.42950439453125e-05
0.0006905,3.75346374511719e-05,4.72300720214844e-05,7.64518737792969e-05,7.09297180175781e-05,7.40386962890625e-05,8.04710388183594e-05,8.06269836425781e-05,0.000101207275390625,6.71867370605469e-05
0.0006906,2.19374084472656e-05,1.28849792480469e-05,6.992431640625e-05,6.91133117675781e-05,8.82479858398437e-05,9.32864379882813e-05,8.02006530761719e-05,8.39494323730469e-05,7.33186340332031e-05
0.0006907,1.61880493164062e-05,1.17373657226563e-05,4.8614501953125e-05,7.69639587402344e-05,9.00189208984375e-05,9.06507873535156e-05,6.50962829589844e-05,7.72879028320313e-05,9.18890380859375e-05
0.0006908,4.81024169921875e-05,3.90631103515625e-05,6.17221069335938e-05,7.27838134765625e-05,7.59645080566406e-05,9.0657958984375e-05,5.994873046875e-05,0.000101505279541016,9.992431640625e-05
0.0006909,3.45756530761719e-05,3.94639587402344e-05,6.60023498535156e-05,6.70669555664062e-05,8.97918701171875e-05,5.69723510742188e-05,8.4525146484375e-05,7.109619140625e-05,9.0833740234375e-05
0.000691,1.84919738769531e-05,4.95088195800781e-05,5.9718017578125e-05,6.50242614746094e-05,0.000106901397705078,4.97932434082031e-05,4.60296630859375e-05,5.91064453125e-05,8.65777587890625e-05
0.0006911,1.1456298828125e-06,3.36747741699219e-05,3.02841186523438e-05,5.69366455078125e-05,5.4974365234375e-05,6.44261169433594e-05,2.68223571777344e-05,3.94796752929687e-05,4.67182922363281e-05
0.0006912,3.85891723632813e-05,3.08450317382812e-05,2.25738525390625e-05,6.0223388671875e-05,5.0184326171875e-05,2.16014099121094e-05,9.1900634765625e-06,1.671142578125e-06,1.20306396484375e-05
0.0006913,1.9954833984375e-05,4.86289978027344e-05,3.94244384765625e-05,4.01565551757813e-06,2.16299438476563e-05,-2.43666076660156e-05,-2.160400390625e-05,-2.80551147460937e-05,-2.67658996582031e-05
0.0006914,4.81513977050781e-05,2.25152587890625e-05,8.30123901367188e-06,-8.47396850585938e-06,-1.93235778808594e-05,-1.98715209960938e-06,-7.24922180175781e-05,-8.73414611816406e-05,-7.49031066894531e-05
0.0006915,1.34489440917969e-05,3.78182983398438e-05,9.58328247070312e-06,8.619384765625e-06,-2.27107238769531e-05,-4.20587158203125e-05,-0.000114332427978516,-8.99166870117188e-05,-0.000127117156982422
