t,LDV
0,5.9150390625e-05
1e-07,4.62922973632812e-05
2e-07,4.14828491210938e-05
3e-07,5.53033142089844e-05
4e-07,5.251123046875e-05
5e-07,4.56503295898438e-05
6e-07,4.77094421386719e-05
7e-07,4.85059814453125e-05
8e-07,5.03109130859375e-05
9e-07,5.60520324707031e-05
1e-06,5.06873474121094e-05
1.1e-06,4.69191589355469e-05
1.2e-06,5.343994140625e-05
1.3e-06,5.37350463867188e-05
1.4e-06,5.00054321289063e-05
1.5e-06,5.04852905273438e-05
1.6e-06,4.98066711425781e-05
1.7e-06,4.769873046875e-05
1.8e-06,5.42340698242187e-05
1.9e-06,4.52510986328125e-05
2e-06,5.38050231933594e-05
2.1e-06,4.37807922363281e-05
2.2e-06,5.3149658203125e-05
2.3e-06,4.52891540527344e-05
2.4e-06,4.52915344238281e-05
2.5e-06,5.12733154296875e-05
2.6e-06,6.01629638671875e-05
2.7e-06,5.56220397949219e-05
2.8e-06,4.07077941894531e-05
2.9e-06,5.89050903320312e-05
3e-06,5.10374450683594e-05
3.1e-06,4.65498657226563e-05
3.2e-06,5.22175903320312e-05
3.3e-06,4.16128234863281e-05
3.4e-06,5.68818664550781e-05
3.5e-06,5.83149719238281e-05
3.6e-06,4.63253784179688e-05
3.7e-06,4.63236389160156e-05
3.8e-06,5.61594543457031e-05
3.9e-06,4.33760375976562e-05
4e-06,5.66082458496094e-05
4.1e-06,5.38609619140625e-05
4.2e-06,4.29826354980469e-05
4.3e-06,5.25649719238281e-05
4.4e-06,5.01560363769531e-05
4.5e-06,4.18869934082031e-05
4.6e-06,5.05783996582031e-05
4.7e-06,5.9053466796875e-05
4.8e-06,5.60925598144531e-05
4.9e-06,5.09522399902344e-05
5e-06,5.28576049804687e-05
5.1e-06,4.33794555664063e-05
5.2e-06,4.73061218261719e-05
5.3e-06,5.25110168457031e-05
5.4e-06,5.18907775878906e-05
5.5e-06,5.28643798828125e-05
5.6e-06,4.81352844238281e-05
5.7e-06,5.60614624023438e-05
5.8e-06,5.45922546386719e-05
5.9e-06,4.89751892089844e-05
6e-06,6.58277893066406e-05
6.1e-06,6.08504028320312e-05
6.2e-06,4.31341857910156e-05
6.3e-06,4.47597961425781e-05
6.4e-06,5.3885009765625e-05
6.5e-06,4.49987487792969e-05
6.6e-06,4.59022521972656e-05
6.7e-06,5.32675170898438e-05
6.8e-06,4.90000915527344e-05
6.9e-06,5.50450439453125e-05
7e-06,5.06277770996094e-05
7.1e-06,4.81953430175781e-05
7.2e-06,5.25438842773438e-05
7.3e-06,5.34924011230469e-05
7.4e-06,5.91270446777344e-05
7.5e-06,5.10278015136719e-05
7.6e-06,4.49811096191406e-05
7.7e-06,4.15913391113281e-05
7.8e-06,5.40043029785156e-05
7.9e-06,5.49537963867188e-05
8e-06,5.335205078125e-05
8.1e-06,5.09216613769531e-05
8.2e-06,4.32835693359375e-05
8.3e-06,5.5429443359375e-05
8.4e-06,6.01703491210938e-05
8.5e-06,4.64755249023437e-05
8.6e-06,5.08373107910156e-05
8.7e-06,5.87351684570313e-05
8.8e-06,5.15986328125e-05
8.9e-06,5.42534790039063e-05
9e-06,5.93788452148438e-05
9.1e-06,3.93854064941406e-05
9.2e-06,4.83860473632813e-05
9.3e-06,5.70472412109375e-05
9.4e-06,4.6726318359375e-05
9.5e-06,4.26107177734375e-05
9.6e-06,5.05899047851562e-05
9.7e-06,4.93375244140625e-05
9.8e-06,3.72265625e-05
9.9e-06,4.96707153320313e-05
1e-05,5.87121276855469e-05
1.01e-05,5.26697692871094e-05
1.02e-05,5.11309509277344e-05
1.03e-05,5.50368041992188e-05
1.04e-05,5.93894348144531e-05
1.05e-05,5.09784545898438e-05
1.06e-05,6.11761474609375e-05
1.07e-05,5.900732421875e-05
1.08e-05,3.53016967773437e-05
1.09e-05,4.44456176757812e-05
1.1e-05,5.01836547851562e-05
1.11e-05,6.0870849609375e-05
1.12e-05,4.36361389160156e-05
1.13e-05,4.64647521972656e-05
1.14e-05,5.71372680664062e-05
1.15e-05,4.94358520507813e-05
1.16e-05,3.97127075195312e-05
1.17e-05,5.38032531738281e-05
1.18e-05,5.36075744628906e-05
1.19e-05,4.75623779296875e-05
1.2e-05,5.43837280273438e-05
1.21e-05,5.33500671386719e-05
1.22e-05,5.0677001953125e-05
1.23e-05,4.63807678222656e-05
1.24e-05,5.62594604492187e-05
1.25e-05,4.90230712890625e-05
1.26e-05,3.84046020507813e-05
1.27e-05,4.79624633789062e-05
1.28e-05,6.61607055664062e-05
1.29e-05,4.05162963867188e-05
1.3e-05,4.8618408203125e-05
1.31e-05,4.53108520507813e-05
1.32e-05,5.0416259765625e-05
1.33e-05,5.46651916503906e-05
1.34e-05,5.19972229003906e-05
1.35e-05,5.52826843261719e-05
1.36e-05,5.16531372070313e-05
1.37e-05,4.67060546875e-05
1.38e-05,5.60358581542969e-05
1.39e-05,5.26660461425781e-05
1.4e-05,4.37137451171875e-05
1.41e-05,5.17476806640625e-05
1.42e-05,5.57109680175781e-05
1.43e-05,5.06946411132813e-05
1.44e-05,4.94960327148438e-05
1.45e-05,5.13739624023437e-05
1.46e-05,4.97844848632813e-05
1.47e-05,5.29022827148438e-05
1.48e-05,4.75199584960938e-05
1.49e-05,5.08276977539062e-05
1.5e-05,5.45006408691406e-05
1.51e-05,5.86635437011719e-05
1.52e-05,5.29949951171875e-05
1.53e-05,5.36376342773438e-05
1.54e-05,5.42815551757813e-05
