t,AE
2.95e-05,-0.363292083740234
2.96e-05,-0.320095825195312
2.97e-05,-0.271034545898438
2.98e-05,-0.217723999023438
2.99e-05,-0.161320343017578
3e-05,-0.103302612304687
3.01e-05,-0.045657958984375
3.02e-05,0.0085284423828125
3.03e-05,0.0558692932128906
3.04e-05,0.0924755859375
3.05e-05,0.115673828125
3.06e-05,0.123942565917969
3.07e-05,0.116553039550781
3.08e-05,0.0936329650878906
3.09e-05,0.0563070678710937
3.1e-05,0.00683914184570312
3.11e-05,-0.0501535034179688
3.12e-05,-0.107816314697266
3.13e-05,-0.1588916015625
3.14e-05,-0.197723236083984
3.15e-05,-0.221638031005859
3.16e-05,-0.231592407226562
3.17e-05,-0.231373748779297
3.18e-05,-0.224375457763672
3.19e-05,-0.212677459716797
3.2e-05,-0.197653350830078
3.21e-05,-0.179791107177734
3.22e-05,-0.158914947509766
3.23e-05,-0.134369354248047
3.24e-05,-0.105235748291016
3.25e-05,-0.0703419494628906
3.26e-05,-0.0294467163085937
3.27e-05,0.0161878967285156
3.28e-05,0.0652508544921875
3.29e-05,0.116143798828125
3.3e-05,0.167126007080078
3.31e-05,0.217403869628906
3.32e-05,0.266202087402344
3.33e-05,0.312084350585937
3.34e-05,0.354241485595703
3.35e-05,0.392072448730469
3.36e-05,0.424546203613281
3.37e-05,0.450291442871094
3.38e-05,0.467048645019531
3.39e-05,0.471898498535156
3.4e-05,0.463991851806641
3.41e-05,0.444907379150391
3.42e-05,0.418418731689453
3.43e-05,0.3899951171875
3.44e-05,0.363863372802734
3.45e-05,0.340621032714844
3.46e-05,0.318590545654297
3.47e-05,0.294650726318359
3.48e-05,0.264653625488281
3.49e-05,0.225906524658203
3.5e-05,0.178887329101562
3.51e-05,0.125827789306641
3.52e-05,0.0694981384277344
3.53e-05,0.0128990173339844
3.54e-05,-0.0414027404785156
3.55e-05,-0.0922793579101562
3.56e-05,-0.139843444824219
3.57e-05,-0.185176849365234
3.58e-05,-0.230690765380859
3.59e-05,-0.279805603027344
3.6e-05,-0.333416137695312
3.61e-05,-0.390171813964844
3.62e-05,-0.445937652587891
3.63e-05,-0.492434234619141
3.64e-05,-0.522437438964844
3.65e-05,-0.532559967041016
3.66e-05,-0.522692108154297
3.67e-05,-0.496947784423828
3.68e-05,-0.461409301757812
3.69e-05,-0.421139831542969
3.7e-05,-0.379745330810547
3.71e-05,-0.339803619384766
3.72e-05,-0.30300048828125
3.73e-05,-0.27107666015625
3.74e-05,-0.244621124267578
3.75e-05,-0.223390960693359
3.76e-05,-0.206168823242187
3.77e-05,-0.189899139404297
3.78e-05,-0.171500396728516
3.79e-05,-0.148712921142578
3.8e-05,-0.118995513916016
3.81e-05,-0.0825062561035156
3.82e-05,-0.0414949035644531
3.83e-05,0.00120376586914063
3.84e-05,0.0413676452636719
3.85e-05,0.0735888671875
3.86e-05,0.0940190124511719
3.87e-05,0.100555572509766
3.88e-05,0.0939875793457031
3.89e-05,0.0782633972167969
3.9e-05,0.0588592529296875
3.91e-05,0.0416903686523437
3.92e-05,0.0319520568847656
3.93e-05,0.0323770141601563
3.94e-05,0.0436790466308594
3.95e-05,0.0640267944335938
3.96e-05,0.090557861328125
3.97e-05,0.120699005126953
3.98e-05,0.151966094970703
3.99e-05,0.181323699951172
4e-05,0.2061376953125
4.01e-05,0.224422454833984
4.02e-05,0.233626251220703
4.03e-05,0.232228393554687
4.04e-05,0.220472564697266
4.05e-05,0.199554138183594
4.06e-05,0.171345672607422
4.07e-05,0.137495269775391
4.08e-05,0.0984440612792969
4.09e-05,0.0538517761230469
4.1e-05,0.00387283325195313
4.11e-05,-0.0498255920410156
4.12e-05,-0.103514404296875
4.13e-05,-0.150657653808594
4.14e-05,-0.184211120605469
4.15e-05,-0.198576202392578
4.16e-05,-0.191469573974609
4.17e-05,-0.163987274169922
4.18e-05,-0.119365539550781
4.19e-05,-0.0623687744140625
4.2e-05,0.00195358276367188
4.21e-05,0.0692935180664063
4.22e-05,0.134851531982422
4.23e-05,0.193955230712891
4.24e-05,0.242410430908203
4.25e-05,0.275647735595703
4.26e-05,0.290854644775391
4.27e-05,0.288278350830078
4.28e-05,0.271907806396484
4.29e-05,0.248855895996094
4.3e-05,0.225425872802734
4.31e-05,0.204168243408203
4.32e-05,0.181970977783203
4.33e-05,0.150353240966797
4.34e-05,0.100480651855469
4.35e-05,0.0292355346679688
4.36e-05,-0.0588009643554687
4.37e-05,-0.152201232910156
4.38e-05,-0.236782989501953
4.39e-05,-0.302026672363281
4.4e-05,-0.344282073974609
4.41e-05,-0.366976318359375
4.42e-05,-0.377326965332031
4.43e-05,-0.381937103271484
4.44e-05,-0.385374603271484
4.45e-05,-0.387098083496094
4.46e-05,-0.381317443847656
4.47e-05,-0.36167236328125
4.48e-05,-0.325018463134766
4.49e-05,-0.272558135986328
4.5e-05,-0.210244293212891
4.51e-05,-0.145640258789063
4.52e-05,-0.0849064636230469
4.53e-05,-0.0336546325683594
4.54e-05,0.00417587280273438
4.55e-05,0.0280998229980469
4.56e-05,0.0414128112792969
4.57e-05,0.0506674194335937
4.58e-05,0.0625288391113281
4.59e-05,0.0798348999023438
4.6e-05,0.100174865722656
4.61e-05,0.117226104736328
4.62e-05,0.124764251708984
4.63e-05,0.120218505859375
4.64e-05,0.104712371826172
4.65e-05,0.0828842163085937
4.66e-05,0.061512451171875
4.67e-05,0.0457975769042969
4.68e-05,0.0379283142089844
4.69e-05,0.0369859313964844
4.7e-05,0.039205322265625
4.71e-05,0.0396815490722656
4.72e-05,0.0347712707519531
4.73e-05,0.0237953186035156
4.74e-05,0.00903594970703125
4.75e-05,-0.00564987182617187
4.76e-05,-0.016737060546875
4.77e-05,-0.0228005981445312
4.78e-05,-0.0255209350585937
4.79e-05,-0.0287368774414062
4.8e-05,-0.0356871032714844
4.81e-05,-0.0477853393554687
4.82e-05,-0.0641131591796875
4.83e-05,-0.0808755493164063
4.84e-05,-0.0937005615234375
4.85e-05,-0.0993870544433594
4.86e-05,-0.096619873046875
4.87e-05,-0.085760498046875
4.88e-05,-0.068389892578125
4.89e-05,-0.0468922424316406
4.9e-05,-0.0233900451660156
4.91e-05,0.000843658447265625
4.92e-05,0.0246572875976563
4.93e-05,0.0471261596679688
4.94e-05,0.0684396362304688
4.95e-05,0.0899977111816406
4.96e-05,0.113612060546875
4.97e-05,0.141407470703125
4.98e-05,0.174391937255859
4.99e-05,0.211068115234375
5e-05,0.247692260742188
5.01e-05,0.279402770996094
5.02e-05,0.302016296386719
5.03e-05,0.312661895751953
5.04e-05,0.310815124511719
5.05e-05,0.298275604248047
5.06e-05,0.278189086914063
5.07e-05,0.254582061767578
5.08e-05,0.232098999023438
5.09e-05,0.214983673095703
5.1e-05,0.206187438964844
5.11e-05,0.205736389160156
5.12e-05,0.210505676269531
5.13e-05,0.214804840087891
5.14e-05,0.212102966308594
5.15e-05,0.197506103515625
5.16e-05,0.169572906494141
5.17e-05,0.129432373046875
5.18e-05,0.0797718811035156
5.19e-05,0.0246640014648438
5.2e-05,-0.0328248596191406
5.21e-05,-0.0918621826171875
5.22e-05,-0.151458282470703
5.23e-05,-0.210532531738281
5.24e-05,-0.267311096191406
5.25e-05,-0.317699432373047
5.26e-05,-0.35575439453125
5.27e-05,-0.375204162597656
5.28e-05,-0.369713592529297
5.29e-05,-0.334435577392578
5.3e-05,-0.267989959716797
5.31e-05,-0.173036499023438
5.32e-05,-0.0561114501953125
5.33e-05,0.0725593566894531
5.34e-05,0.199949340820312
5.35e-05,0.311718597412109
5.36e-05,0.394536437988281
5.37e-05,0.439582672119141
5.38e-05,0.442758026123047
5.39e-05,0.403552093505859
5.4e-05,0.325007171630859
5.41e-05,0.212227020263672
5.42e-05,0.0722943115234375
5.43e-05,-0.0861083984375
5.44e-05,-0.251411590576172
5.45e-05,-0.410137176513672
5.46e-05,-0.547863311767578
5.47e-05,-0.651942138671875
5.48e-05,-0.712751617431641
5.49e-05,-0.724337310791016
5.5e-05,-0.685014343261719
5.51e-05,-0.598060455322266
5.52e-05,-0.470902404785156
5.53e-05,-0.315655212402344
5.54e-05,-0.147681427001953
5.55e-05,0.01723876953125
5.56e-05,0.165756530761719
5.57e-05,0.286750335693359
5.58e-05,0.373697052001953
5.59e-05,0.425792541503906
5.6e-05,0.445580749511719
5.61e-05,0.43755859375
5.62e-05,0.407454833984375
5.63e-05,0.361248168945312
5.64e-05,0.303680877685547
5.65e-05,0.238826141357422
5.66e-05,0.170187377929687
5.67e-05,0.100995788574219
5.68e-05,0.0356912231445312
5.69e-05,-0.0204962158203125
5.7e-05,-0.06298828125
5.71e-05,-0.088839111328125
5.72e-05,-0.0985166931152344
5.73e-05,-0.0964825439453125
5.74e-05,-0.0888189697265625
5.75e-05,-0.0824913024902344
5.76e-05,-0.0827955627441406
5.77e-05,-0.0912307739257812
5.78e-05,-0.106069641113281
5.79e-05,-0.122752380371094
5.8e-05,-0.136498260498047
5.81e-05,-0.144553833007812
5.82e-05,-0.146720123291016
5.83e-05,-0.144629821777344
5.84e-05,-0.14067138671875
5.85e-05,-0.136233673095703
5.86e-05,-0.130892944335938
5.87e-05,-0.122909545898438
5.88e-05,-0.110314331054688
5.89e-05,-0.0919708251953125
5.9e-05,-0.0683174133300781
5.91e-05,-0.0414262390136719
5.92e-05,-0.0140249633789062
5.93e-05,0.0119435119628906
5.94e-05,0.0359622192382813
5.95e-05,0.0583648681640625
5.96e-05,0.0800047302246094
5.97e-05,0.102259979248047
5.98e-05,0.127114715576172
5.99e-05,0.157117919921875
6e-05,0.194591827392578
6.01e-05,0.239171752929688
6.02e-05,0.286700134277344
6.03e-05,0.329683380126953
6.04e-05,0.359126434326172
6.05e-05,0.366808471679687
6.06e-05,0.349376068115234
6.07e-05,0.308486938476562
6.08e-05,0.249957427978516
6.09e-05,0.182477111816406
6.1e-05,0.114418792724609
6.11e-05,0.0514205932617188
6.12e-05,-0.00497238159179688
6.13e-05,-0.0567784118652344
6.14e-05,-0.107784271240234
6.15e-05,-0.161712646484375
6.16e-05,-0.219402160644531
6.17e-05,-0.277218627929687
6.18e-05,-0.329605712890625
6.19e-05,-0.370432281494141
6.2e-05,-0.395249633789063
6.21e-05,-0.403968963623047
6.22e-05,-0.399920959472656
6.23e-05,-0.387699584960937
6.24e-05,-0.371562652587891
6.25e-05,-0.353390045166016
6.26e-05,-0.332622375488281
6.27e-05,-0.308010864257812
6.28e-05,-0.278405456542969
6.29e-05,-0.243374328613281
6.3e-05,-0.203307952880859
6.31e-05,-0.159142303466797
6.32e-05,-0.113033294677734
6.33e-05,-0.0675897216796875
6.34e-05,-0.0245527648925781
6.35e-05,0.0145758056640625
6.36e-05,0.0492596435546875
6.37e-05,0.0807878112792969
6.38e-05,0.110422668457031
6.39e-05,0.138017730712891
6.4e-05,0.162765960693359
6.41e-05,0.182467346191406
6.42e-05,0.193445434570312
6.43e-05,0.193879547119141
6.44e-05,0.184429321289063
6.45e-05,0.167815704345703
6.46e-05,0.148329010009766
6.47e-05,0.130341949462891
6.48e-05,0.116957855224609
6.49e-05,0.10994140625
6.5e-05,0.110861663818359
6.51e-05,0.121296081542969
6.52e-05,0.141659545898437
6.53e-05,0.171550140380859
6.54e-05,0.209279479980469
6.55e-05,0.250558929443359
6.56e-05,0.289209594726562
6.57e-05,0.318072662353516
6.58e-05,0.330417633056641
6.59e-05,0.323094787597656
6.6e-05,0.298471832275391
6.61e-05,0.262176666259766
6.62e-05,0.220731048583984
6.63e-05,0.179284820556641
6.64e-05,0.139978332519531
6.65e-05,0.1023388671875
6.66e-05,0.066031494140625
6.67e-05,0.0318296813964844
6.68e-05,0.0016192626953125
6.69e-05,-0.0226242065429688
6.7e-05,-0.03943115234375
6.71e-05,-0.0481068420410156
6.72e-05,-0.0497271728515625
6.73e-05,-0.0468521118164062
6.74e-05,-0.0428834533691406
6.75e-05,-0.0419692993164062
6.76e-05,-0.0474385070800781
6.77e-05,-0.0607992553710937
6.78e-05,-0.0824223327636719
6.79e-05,-0.1112841796875
6.8e-05,-0.145938568115234
6.81e-05,-0.184565582275391
6.82e-05,-0.224841613769531
6.83e-05,-0.26357666015625
6.84e-05,-0.296815032958984
6.85e-05,-0.320937805175781
6.86e-05,-0.333378295898437
6.87e-05,-0.332723846435547
6.88e-05,-0.32051025390625
6.89e-05,-0.301904449462891
6.9e-05,-0.283925323486328
6.91e-05,-0.274290618896484
6.92e-05,-0.277529144287109
6.93e-05,-0.291675720214844
6.94e-05,-0.309317779541016
6.95e-05,-0.320314788818359
6.96e-05,-0.315673370361328
6.97e-05,-0.292150268554688
6.98e-05,-0.251380004882812
6.99e-05,-0.1977734375
7e-05,-0.135149536132812
7.01e-05,-0.0638951110839844
7.02e-05,0.0162803649902344
7.03e-05,0.104642181396484
7.04e-05,0.19716552734375
7.05e-05,0.285936737060547
7.06e-05,0.361625671386719
7.07e-05,0.418504791259766
7.08e-05,0.454593200683594
7.09e-05,0.471930236816406
7.1e-05,0.472490386962891
7.11e-05,0.454904479980469
7.12e-05,0.415005493164062
7.13e-05,0.348901214599609
7.14e-05,0.259027862548828
7.15e-05,0.157275543212891
7.16e-05,0.0610989379882812
7.17e-05,-0.0111749267578125
7.18e-05,-0.0462974548339844
7.19e-05,-0.0419764709472656
7.2e-05,-0.00564926147460938
7.21e-05,0.0489794921875
7.22e-05,0.105963592529297
7.23e-05,0.152551422119141
7.24e-05,0.182391815185547
7.25e-05,0.195536651611328
7.26e-05,0.196610717773437
7.27e-05,0.191456298828125
7.28e-05,0.184276580810547
7.29e-05,0.176096801757813
7.3e-05,0.165149383544922
7.31e-05,0.148256530761719
7.32e-05,0.122866973876953
7.33e-05,0.0889509582519531
7.34e-05,0.0500520324707031
7.35e-05,0.0129924011230469
7.36e-05,-0.0143328857421875
7.37e-05,-0.026766357421875
7.38e-05,-0.0232566833496094
7.39e-05,-0.00793365478515625
7.4e-05,0.0109938049316406
7.41e-05,0.0247810363769531
7.42e-05,0.0269712829589844
7.43e-05,0.015220947265625
7.44e-05,-0.00783340454101563
7.45e-05,-0.0365519714355469
7.46e-05,-0.0633322143554687
7.47e-05,-0.0813490295410156
7.48e-05,-0.0875971984863281
7.49e-05,-0.0831034851074219
7.5e-05,-0.0733384704589844
7.51e-05,-0.0666831970214844
7.52e-05,-0.0713713073730469
7.53e-05,-0.0923233032226562
7.54e-05,-0.130625610351563
7.55e-05,-0.183353118896484
7.56e-05,-0.244899597167969
7.57e-05,-0.308394165039062
7.58e-05,-0.368305206298828
7.59e-05,-0.420306701660156
7.6e-05,-0.460965576171875
7.61e-05,-0.487416687011719
7.62e-05,-0.49579833984375
7.63e-05,-0.481541595458984
7.64e-05,-0.441157989501953
7.65e-05,-0.3749560546875
7.66e-05,-0.288275909423828
7.67e-05,-0.189857177734375
7.68e-05,-0.0900674438476562
7.69e-05,0.00349716186523437
7.7e-05,0.0864651489257812
7.71e-05,0.156052093505859
7.72e-05,0.210436096191406
7.73e-05,0.247016754150391
7.74e-05,0.26235595703125
7.75e-05,0.254497680664062
7.76e-05,0.223747863769531
7.77e-05,0.172391510009766
7.78e-05,0.103979644775391
7.79e-05,0.0227175903320312
7.8e-05,-0.0647978210449219
7.81e-05,-0.149981231689453
7.82e-05,-0.2238232421875
7.83e-05,-0.278434753417969
7.84e-05,-0.306968841552734
7.85e-05,-0.305907745361328
7.86e-05,-0.274864044189453
7.87e-05,-0.215780029296875
7.88e-05,-0.133015747070312
7.89e-05,-0.0320120239257813
7.9e-05,0.0815800476074219
7.91e-05,0.201077728271484
7.92e-05,0.317479858398438
7.93e-05,0.419509887695312
7.94e-05,0.496591796875
7.95e-05,0.541172943115234
7.96e-05,0.551462860107422
7.97e-05,0.532106323242188
7.98e-05,0.491208343505859
7.99e-05,0.436927947998047
8e-05,0.376092681884766
8.01e-05,0.312308197021484
8.02e-05,0.246846923828125
8.03e-05,0.182904815673828
8.04e-05,0.125053863525391
8.05e-05,0.079293212890625
8.06e-05,0.0527713012695313
8.07e-05,0.0490513610839844
8.08e-05,0.067802734375
8.09e-05,0.105534057617187
8.1e-05,0.155435028076172
8.11e-05,0.209628143310547
8.12e-05,0.259625091552734
8.13e-05,0.295907745361328
8.14e-05,0.311616363525391
8.15e-05,0.303033142089844
8.16e-05,0.269307098388672
8.17e-05,0.213899230957031
8.18e-05,0.142823791503906
8.19e-05,0.0620433044433594
8.2e-05,-0.0210098266601563
8.21e-05,-0.0996525573730469
8.22e-05,-0.169527130126953
8.23e-05,-0.228863372802734
8.24e-05,-0.278404388427734
8.25e-05,-0.320877075195312
8.26e-05,-0.357749938964844
8.27e-05,-0.387871704101563
8.28e-05,-0.406917266845703
8.29e-05,-0.409514770507812
8.3e-05,-0.392902526855469
8.31e-05,-0.358296051025391
8.32e-05,-0.311413879394531
8.33e-05,-0.260505828857422
8.34e-05,-0.213406982421875
8.35e-05,-0.17586181640625
8.36e-05,-0.150236358642578
8.37e-05,-0.135136108398438
8.38e-05,-0.126970367431641
8.39e-05,-0.121217041015625
8.4e-05,-0.113622589111328
8.41e-05,-0.101340637207031
8.42e-05,-0.082115478515625
8.43e-05,-0.0549659729003906
8.44e-05,-0.0197682189941406
8.45e-05,0.0227534484863281
8.46e-05,0.0695855712890625
8.47e-05,0.114903869628906
8.48e-05,0.152180633544922
8.49e-05,0.175848083496094
8.5e-05,0.183561859130859
8.51e-05,0.177647247314453
8.52e-05,0.163509826660156
8.53e-05,0.147047576904297
8.54e-05,0.131622161865234
8.55e-05,0.116665496826172
8.56e-05,0.09902587890625
8.57e-05,0.0748037719726563
8.58e-05,0.0409927368164062
8.59e-05,-0.00254196166992188
8.6e-05,-0.0528511047363281
8.61e-05,-0.104832153320312
8.62e-05,-0.151212615966797
8.63e-05,-0.185843658447266
8.64e-05,-0.207263946533203
8.65e-05,-0.219107360839844
8.66e-05,-0.227842102050781
8.67e-05,-0.239691314697266
8.68e-05,-0.257955169677734
8.69e-05,-0.281388549804688
8.7e-05,-0.304689178466797
8.71e-05,-0.321177673339844
8.72e-05,-0.324390563964844
8.73e-05,-0.310786437988281
8.74e-05,-0.282169342041016
8.75e-05,-0.244137573242187
8.76e-05,-0.201950378417969
8.77e-05,-0.157822570800781
8.78e-05,-0.109663696289063
8.79e-05,-0.0540487670898437
8.8e-05,0.0093902587890625
8.81e-05,0.0757485961914063
