t,AE
6.6e-06,-0.00109481811523438
6.7e-06,-0.00106002807617187
6.8e-06,-0.00104766845703125
6.9e-06,-0.00101425170898437
7e-06,-0.00102264404296875
7.1e-06,-0.00100479125976562
7.2e-06,-0.001011962890625
7.3e-06,-0.00104354858398438
7.4e-06,-0.00101211547851562
7.5e-06,-0.00101058959960938
7.6e-06,-0.00096649169921875
7.7e-06,-0.000985870361328125
7.8e-06,-0.00100692749023437
7.9e-06,-0.00104690551757812
8e-06,-0.00109481811523438
8.1e-06,-0.00107696533203125
8.2e-06,-0.00104690551757812
8.3e-06,-0.000990447998046875
8.4e-06,-0.000933837890625
8.5e-06,-0.000901947021484375
8.6e-06,-0.0008935546875
8.7e-06,-0.000924835205078125
8.8e-06,-0.000929412841796875
8.9e-06,-0.00093414306640625
9e-06,-0.000972137451171875
9.1e-06,-0.000973052978515625
9.2e-06,-0.00094879150390625
9.3e-06,-0.000941009521484375
9.4e-06,-0.000960845947265625
9.5e-06,-0.00096527099609375
9.6e-06,-0.0009454345703125
9.7e-06,-0.0009515380859375
9.8e-06,-0.00094757080078125
9.9e-06,-0.000923004150390625
1e-05,-0.000933380126953125
1.01e-05,-0.00094970703125
1.02e-05,-0.00088836669921875
1.03e-05,-0.00087860107421875
1.04e-05,-0.000904388427734375
1.05e-05,-0.000901947021484375
1.06e-05,-0.000951385498046875
1.07e-05,-0.000961151123046875
1.08e-05,-0.00102508544921875
1.09e-05,-0.00107940673828125
1.1e-05,-0.00112747192382813
1.11e-05,-0.00110458374023438
1.12e-05,-0.0011444091796875
1.13e-05,-0.00116561889648438
1.14e-05,-0.00118087768554688
1.15e-05,-0.00118118286132812
1.16e-05,-0.00109527587890625
1.17e-05,-0.00106781005859375
1.18e-05,-0.00102218627929687
1.19e-05,-0.00100677490234375
1.2e-05,-0.001021728515625
1.21e-05,-0.00103790283203125
1.22e-05,-0.0010162353515625
1.23e-05,-0.000986175537109375
1.24e-05,-0.00093902587890625
1.25e-05,-0.00091033935546875
1.26e-05,-0.0009033203125
1.27e-05,-0.00087493896484375
1.28e-05,-0.000908660888671875
1.29e-05,-0.000921783447265625
1.3e-05,-0.000919189453125
1.31e-05,-0.000990142822265625
1.32e-05,-0.00097198486328125
1.33e-05,-0.00097259521484375
1.34e-05,-0.000965423583984375
1.35e-05,-0.000944671630859375
1.36e-05,-0.000980072021484375
1.37e-05,-0.00099945068359375
1.38e-05,-0.00100372314453125
1.39e-05,-0.000987091064453125
1.4e-05,-0.00100723266601563
1.41e-05,-0.00101806640625
1.42e-05,-0.0010479736328125
1.43e-05,-0.0010650634765625
1.44e-05,-0.00108673095703125
1.45e-05,-0.00108169555664063
1.46e-05,-0.00107223510742187
1.47e-05,-0.00108734130859375
1.48e-05,-0.00105392456054687
1.49e-05,-0.00106658935546875
1.5e-05,-0.00106643676757813
1.51e-05,-0.00103378295898438
1.52e-05,-0.00104751586914063
1.53e-05,-0.00106414794921875
1.54e-05,-0.00107025146484375
1.55e-05,-0.00107269287109375
1.56e-05,-0.00106842041015625
1.57e-05,-0.00109619140625
1.58e-05,-0.00110870361328125
1.59e-05,-0.00109207153320312
1.6e-05,-0.001064453125
1.61e-05,-0.00102569580078125
1.62e-05,-0.00103851318359375
1.63e-05,-0.00104522705078125
1.64e-05,-0.00108551025390625
1.65e-05,-0.00106277465820313
1.66e-05,-0.00105712890625
1.67e-05,-0.00105331420898438
1.68e-05,-0.00105758666992188
1.69e-05,-0.0010882568359375
1.7e-05,-0.00106842041015625
1.71e-05,-0.000146026611328125
1.72e-05,0.0285336303710938
1.73e-05,0.247575378417969
1.74e-05,0.853350067138672
1.75e-05,1.72796813964844
1.76e-05,2.66093200683594
1.77e-05,3.31560531616211
1.78e-05,2.98531402587891
1.79e-05,1.57136291503906
1.8e-05,-0.352448577880859
1.81e-05,-2.44345367431641
1.82e-05,-3.92897262573242
1.83e-05,-4.25754364013672
1.84e-05,-3.77763977050781
1.85e-05,-2.84530944824219
1.86e-05,-1.74468170166016
1.87e-05,-0.925162658691406
1.88e-05,-0.42890625
1.89e-05,-0.120892486572266
1.9e-05,0.0551374816894531
1.91e-05,0.258898773193359
1.92e-05,0.50243896484375
1.93e-05,0.698677673339844
1.94e-05,0.858936157226562
1.95e-05,0.923621215820313
1.96e-05,0.8792919921875
1.97e-05,0.812039031982422
1.98e-05,0.712071228027344
1.99e-05,0.587145080566406
2e-05,0.472149505615234
2.01e-05,0.330662841796875
2.02e-05,0.188880310058594
2.03e-05,0.0884048461914062
2.04e-05,0.0187884521484375
2.05e-05,0.00842971801757813
2.06e-05,0.0511079406738281
2.07e-05,0.0993458557128906
2.08e-05,0.143406066894531
2.09e-05,0.163634948730469
2.1e-05,0.143324279785156
2.11e-05,0.105997924804688
2.12e-05,0.0600384521484375
2.13e-05,0.0128855895996094
2.14e-05,-0.0140777587890625
2.15e-05,-0.0311598205566406
2.16e-05,-0.0495210266113281
2.17e-05,-0.0671519470214844
2.18e-05,-0.0901414489746094
2.19e-05,-0.106650543212891
2.2e-05,-0.0986026000976563
2.21e-05,-0.0687910461425781
2.22e-05,-0.0303749084472656
2.23e-05,-0.00425018310546875
2.24e-05,-0.0100830078125
2.25e-05,-0.0469145202636719
2.26e-05,-0.0995254516601562
2.27e-05,-0.145923614501953
2.28e-05,-0.169315948486328
2.29e-05,-0.170431671142578
2.3e-05,-0.152643890380859
2.31e-05,-0.122073516845703
2.32e-05,-0.0865939331054688
2.33e-05,-0.0445240783691406
2.34e-05,0.00141082763671875
2.35e-05,0.0453988647460938
2.36e-05,0.082705078125
2.37e-05,0.1043896484375
2.38e-05,0.108214111328125
2.39e-05,0.0970947265625
2.4e-05,0.0734445190429688
2.41e-05,0.046910400390625
2.42e-05,0.0251734924316406
2.43e-05,0.00864715576171875
2.44e-05,-0.000483551025390625
2.45e-05,-0.00504898071289062
2.46e-05,-0.00930908203125
2.47e-05,-0.0121185302734375
2.48e-05,-0.013948974609375
2.49e-05,-0.0130796813964844
2.5e-05,-0.0066424560546875
2.51e-05,0.00288726806640625
2.52e-05,0.0146961975097656
2.53e-05,0.0277474975585938
2.54e-05,0.0394926452636719
2.55e-05,0.0502328491210937
2.56e-05,0.0610000610351562
2.57e-05,0.06974609375
2.58e-05,0.073870849609375
2.59e-05,0.0713789367675781
2.6e-05,0.0624107360839844
2.61e-05,0.0507377624511719
2.62e-05,0.0411016845703125
2.63e-05,0.0375416564941406
2.64e-05,0.0408255004882812
2.65e-05,0.0474006652832031
2.66e-05,0.0530232238769531
2.67e-05,0.052044677734375
2.68e-05,0.0402992248535156
2.69e-05,0.0171037292480469
2.7e-05,-0.0161869812011719
2.71e-05,-0.0561381530761719
2.72e-05,-0.0970030212402344
2.73e-05,-0.134086761474609
2.74e-05,-0.162541198730469
2.75e-05,-0.178428039550781
2.76e-05,-0.180694885253906
2.77e-05,-0.169790191650391
2.78e-05,-0.148079833984375
2.79e-05,-0.118311767578125
2.8e-05,-0.0833049011230469
2.81e-05,-0.0459718322753906
2.82e-05,-0.00728012084960938
2.83e-05,0.031075439453125
2.84e-05,0.0650965881347656
2.85e-05,0.092672119140625
2.86e-05,0.110806884765625
2.87e-05,0.118188934326172
2.88e-05,0.118290557861328
2.89e-05,0.114310302734375
2.9e-05,0.109140930175781
2.91e-05,0.103889007568359
2.92e-05,0.0958212280273437
2.93e-05,0.0824163818359375
2.94e-05,0.0625755310058594
2.95e-05,0.0364588928222656
2.96e-05,0.00654281616210938
2.97e-05,-0.0238641357421875
2.98e-05,-0.0526986694335937
2.99e-05,-0.0783265686035156
3e-05,-0.0990420532226562
3.01e-05,-0.112845916748047
3.02e-05,-0.118815155029297
3.03e-05,-0.11685791015625
3.04e-05,-0.107518615722656
3.05e-05,-0.0919285583496094
3.06e-05,-0.0716816711425781
3.07e-05,-0.0485665893554688
3.08e-05,-0.0244712829589844
3.09e-05,-0.000933837890625
3.1e-05,0.0211198425292969
3.11e-05,0.0421415710449219
3.12e-05,0.0623162841796875
3.13e-05,0.0814239501953125
3.14e-05,0.0972218322753906
3.15e-05,0.104528656005859
3.16e-05,0.0999562072753906
3.17e-05,0.0851498413085938
3.18e-05,0.06625732421875
3.19e-05,0.0563465881347656
3.2e-05,0.0689646911621094
3.21e-05,0.10771240234375
3.22e-05,0.166317443847656
3.23e-05,0.231680450439453
3.24e-05,0.285903472900391
3.25e-05,0.316420288085937
3.26e-05,0.320112915039062
3.27e-05,0.299009246826172
3.28e-05,0.259756774902344
3.29e-05,0.209387817382813
3.3e-05,0.151878814697266
3.31e-05,0.0895098876953125
3.32e-05,0.0234022521972656
3.33e-05,-0.0442869567871094
3.34e-05,-0.108988494873047
3.35e-05,-0.1659326171875
3.36e-05,-0.211608734130859
3.37e-05,-0.24336181640625
3.38e-05,-0.261987152099609
3.39e-05,-0.2703173828125
3.4e-05,-0.271322937011719
3.41e-05,-0.268959350585938
3.42e-05,-0.264997253417969
3.43e-05,-0.258332824707031
3.44e-05,-0.247276763916016
3.45e-05,-0.229173889160156
3.46e-05,-0.203845520019531
3.47e-05,-0.175399627685547
3.48e-05,-0.148688354492188
3.49e-05,-0.128801116943359
3.5e-05,-0.118939666748047
3.51e-05,-0.117931365966797
3.52e-05,-0.121398468017578
3.53e-05,-0.124735565185547
3.54e-05,-0.124186706542969
3.55e-05,-0.118405303955078
3.56e-05,-0.108152313232422
3.57e-05,-0.0951776123046875
3.58e-05,-0.0809129333496094
3.59e-05,-0.0656600952148438
3.6e-05,-0.0486260986328125
3.61e-05,-0.0296527099609375
3.62e-05,-0.0090228271484375
3.63e-05,0.0135150146484375
3.64e-05,0.0387464904785156
3.65e-05,0.0680841064453125
3.66e-05,0.103132171630859
3.67e-05,0.144122009277344
3.68e-05,0.190614166259766
3.69e-05,0.240587005615234
3.7e-05,0.290660400390625
3.71e-05,0.337194061279297
3.72e-05,0.375521240234375
3.73e-05,0.400799255371094
3.74e-05,0.410252990722656
3.75e-05,0.402580871582031
3.76e-05,0.378057403564453
3.77e-05,0.33945556640625
3.78e-05,0.290123748779297
3.79e-05,0.233961944580078
3.8e-05,0.175696868896484
3.81e-05,0.118454437255859
3.82e-05,0.0643136596679687
3.83e-05,0.0140303039550781
3.84e-05,-0.0335005187988281
3.85e-05,-0.0787216186523438
3.86e-05,-0.120986633300781
3.87e-05,-0.159404754638672
3.88e-05,-0.191812133789063
3.89e-05,-0.217109375
3.9e-05,-0.235189056396484
3.91e-05,-0.245631103515625
3.92e-05,-0.248955841064453
3.93e-05,-0.24575927734375
3.94e-05,-0.236110687255859
3.95e-05,-0.220775604248047
3.96e-05,-0.200750274658203
3.97e-05,-0.176367797851563
3.98e-05,-0.148150787353516
3.99e-05,-0.116246643066406
4e-05,-0.0798829650878906
4.01e-05,-0.0399139404296875
4.02e-05,0.00154830932617187
4.03e-05,0.0416212463378906
4.04e-05,0.0754269409179688
4.05e-05,0.0980584716796875
4.06e-05,0.105996398925781
4.07e-05,0.0977239990234375
4.08e-05,0.0748330688476563
4.09e-05,0.0411906433105469
4.1e-05,0.00158554077148437
4.11e-05,-0.0388858032226563
4.12e-05,-0.07573974609375
4.13e-05,-0.105503692626953
4.14e-05,-0.125218200683594
4.15e-05,-0.133138122558594
4.16e-05,-0.129248504638672
4.17e-05,-0.114695281982422
4.18e-05,-0.0925602722167969
4.19e-05,-0.0670445251464844
4.2e-05,-0.0418620300292969
4.21e-05,-0.0203129577636719
4.22e-05,-0.00385879516601562
4.23e-05,0.00666793823242188
4.24e-05,0.0103648376464844
4.25e-05,0.00616378784179687
4.26e-05,-0.00757232666015625
4.27e-05,-0.0328082275390625
4.28e-05,-0.0701092529296875
4.29e-05,-0.118457794189453
4.3e-05,-0.175722045898438
4.31e-05,-0.238217010498047
4.32e-05,-0.302432708740234
4.33e-05,-0.364851684570312
4.34e-05,-0.422008361816406
4.35e-05,-0.470856475830078
4.36e-05,-0.507599945068359
4.37e-05,-0.528816986083984
4.38e-05,-0.532316131591797
4.39e-05,-0.517178955078125
4.4e-05,-0.484973602294922
4.41e-05,-0.438470764160156
4.42e-05,-0.379783782958984
4.43e-05,-0.311112670898438
4.44e-05,-0.233511047363281
4.45e-05,-0.147011260986328
4.46e-05,-0.0529368591308594
4.47e-05,0.0470489501953125
4.48e-05,0.150676116943359
4.49e-05,0.254629974365234
4.5e-05,0.356596832275391
4.51e-05,0.455195159912109
4.52e-05,0.548342895507812
4.53e-05,0.634724884033203
4.54e-05,0.711714172363281
4.55e-05,0.775395965576172
4.56e-05,0.822008972167969
4.57e-05,0.848419189453125
4.58e-05,0.852317199707031
4.59e-05,0.834353179931641
4.6e-05,0.796529846191406
4.61e-05,0.741585540771484
4.62e-05,0.673210906982422
4.63e-05,0.594667510986328
4.64e-05,0.509167327880859
4.65e-05,0.420772705078125
4.66e-05,0.332482757568359
4.67e-05,0.247598266601563
4.68e-05,0.168806610107422
4.69e-05,0.0971354675292969
4.7e-05,0.0330679321289062
4.71e-05,-0.0233731079101562
4.72e-05,-0.0729667663574219
4.73e-05,-0.115752563476563
4.74e-05,-0.151262817382812
4.75e-05,-0.179852752685547
4.76e-05,-0.202042694091797
4.77e-05,-0.218888854980469
4.78e-05,-0.232516326904297
4.79e-05,-0.244832611083984
4.8e-05,-0.257546844482422
4.81e-05,-0.271921844482422
4.82e-05,-0.288737640380859
4.83e-05,-0.308365631103516
4.84e-05,-0.331376647949219
4.85e-05,-0.358455200195313
4.86e-05,-0.389670562744141
4.87e-05,-0.423883361816406
4.88e-05,-0.458716583251953
4.89e-05,-0.490413360595703
4.9e-05,-0.514687805175781
4.91e-05,-0.528824157714844
4.92e-05,-0.531264038085937
4.93e-05,-0.522468414306641
4.94e-05,-0.504102020263672
4.95e-05,-0.477360229492187
4.96e-05,-0.443168029785156
4.97e-05,-0.401880950927734
4.98e-05,-0.353215026855469
4.99e-05,-0.297506866455078
5e-05,-0.234786376953125
5.01e-05,-0.165529327392578
5.02e-05,-0.0910923767089844
5.03e-05,-0.0126522827148437
5.04e-05,0.068216552734375
5.05e-05,0.1497412109375
5.06e-05,0.230635681152344
5.07e-05,0.309779663085938
5.08e-05,0.384840698242187
5.09e-05,0.454988861083984
5.1e-05,0.531893310546875
5.11e-05,0.661956939697266
5.12e-05,0.884451141357422
5.13e-05,1.16667861938477
5.14e-05,1.44078598022461
5.15e-05,1.58427001953125
5.16e-05,1.42274108886719
5.17e-05,0.944064483642578
5.18e-05,0.296607971191406
5.19e-05,-0.370249328613281
5.2e-05,-0.842807159423828
5.21e-05,-0.960745391845703
5.22e-05,-0.815
5.23e-05,-0.526066131591797
5.24e-05,-0.219923095703125
5.25e-05,-0.0431938171386719
5.26e-05,0.00708648681640625
5.27e-05,0.004183349609375
5.28e-05,-0.0122673034667969
5.29e-05,0.029945068359375
5.3e-05,0.137791595458984
5.31e-05,0.240813446044922
5.32e-05,0.316023712158203
5.33e-05,0.334818267822266
5.34e-05,0.282833404541016
5.35e-05,0.211050872802734
5.36e-05,0.134075775146484
5.37e-05,0.0524502563476563
5.38e-05,-0.0139958190917969
5.39e-05,-0.0877105712890625
5.4e-05,-0.170038299560547
5.41e-05,-0.231051177978516
5.42e-05,-0.269933624267578
5.43e-05,-0.271178436279297
5.44e-05,-0.225290222167969
5.45e-05,-0.163861389160156
5.46e-05,-0.101070556640625
5.47e-05,-0.0493478393554687
5.48e-05,-0.0304997253417969
5.49e-05,-0.0327146911621094
5.5e-05,-0.0472367858886719
5.51e-05,-0.0752969360351562
5.52e-05,-0.102547912597656
5.53e-05,-0.133480072021484
5.54e-05,-0.177004852294922
5.55e-05,-0.225561981201172
5.56e-05,-0.278345031738281
5.57e-05,-0.326450042724609
5.58e-05,-0.351362915039062
5.59e-05,-0.352986297607422
5.6e-05,-0.334351501464844
5.61e-05,-0.300862121582031
5.62e-05,-0.268607025146484
5.63e-05,-0.240814514160156
5.64e-05,-0.213042755126953
5.65e-05,-0.182889251708984
5.66e-05,-0.142557220458984
5.67e-05,-0.0912501525878906
5.68e-05,-0.0361906433105469
5.69e-05,0.0183511352539063
5.7e-05,0.066783447265625
5.71e-05,0.106935882568359
5.72e-05,0.142738952636719
5.73e-05,0.176086730957031
5.74e-05,0.207735443115234
5.75e-05,0.236873321533203
5.76e-05,0.258683319091797
5.77e-05,0.2708544921875
5.78e-05,0.272563171386719
5.79e-05,0.264312133789062
5.8e-05,0.250075988769531
5.81e-05,0.231047058105469
5.82e-05,0.207246704101563
5.83e-05,0.178941955566406
5.84e-05,0.144600372314453
5.85e-05,0.105641021728516
5.86e-05,0.066005859375
5.87e-05,0.0291325378417969
5.88e-05,-0.0002838134765625
5.89e-05,-0.0197927856445313
5.9e-05,-0.0301246643066406
5.91e-05,-0.0318936157226562
5.92e-05,-0.0275144958496094
5.93e-05,-0.0202403259277344
5.94e-05,-0.0114553833007813
5.95e-05,-0.00378753662109375
5.96e-05,0.00050323486328125
5.97e-05,0.0013037109375
5.98e-05,-0.0021673583984375
5.99e-05,-0.00903579711914062
6e-05,-0.0169728088378906
6.01e-05,-0.0248478698730469
6.02e-05,-0.0312364196777344
6.03e-05,-0.0353788757324219
6.04e-05,-0.0379852294921875
6.05e-05,-0.0391780090332031
6.06e-05,-0.0392320251464844
6.07e-05,-0.038074951171875
6.08e-05,-0.0344467163085938
6.09e-05,-0.0281048583984375
6.1e-05,-0.0194400024414062
6.11e-05,-0.00948348999023437
6.12e-05,-0.0003076171875
6.13e-05,0.00685638427734375
6.14e-05,0.0116633605957031
6.15e-05,0.0133197021484375
6.16e-05,0.0111003112792969
6.17e-05,0.00417999267578125
6.18e-05,-0.00922073364257812
6.19e-05,-0.0301557922363281
6.2e-05,-0.0581001281738281
6.21e-05,-0.0919454956054687
6.22e-05,-0.129873352050781
6.23e-05,-0.169786682128906
6.24e-05,-0.20996826171875
6.25e-05,-0.249141998291016
6.26e-05,-0.285104827880859
6.27e-05,-0.315863342285156
6.28e-05,-0.340142517089844
6.29e-05,-0.356678771972656
6.3e-05,-0.365335388183594
6.31e-05,-0.366843566894531
6.32e-05,-0.361697845458984
6.33e-05,-0.351112518310547
6.34e-05,-0.335926666259766
6.35e-05,-0.315843200683594
6.36e-05,-0.289927062988281
6.37e-05,-0.256423034667969
6.38e-05,-0.213352355957031
6.39e-05,-0.161264190673828
6.4e-05,-0.102740325927734
6.41e-05,-0.0426470947265625
6.42e-05,0.0133172607421875
6.43e-05,0.0623295593261719
6.44e-05,0.104615783691406
6.45e-05,0.143291473388672
6.46e-05,0.183309936523437
6.47e-05,0.228559875488281
6.48e-05,0.280725860595703
6.49e-05,0.338842620849609
6.5e-05,0.400002899169922
6.51e-05,0.459156646728516
6.52e-05,0.510782928466797
6.53e-05,0.550704650878906
6.54e-05,0.577762451171875
6.55e-05,0.594439086914063
6.56e-05,0.606453857421875
6.57e-05,0.620998992919922
6.58e-05,0.642799377441406
6.59e-05,0.672313232421875
6.6e-05,0.706212310791016
6.61e-05,0.737270050048828
6.62e-05,0.756865997314453
6.63e-05,0.759254913330078
6.64e-05,0.742345886230469
6.65e-05,0.708411712646484
6.66e-05,0.66458984375
6.67e-05,0.61799072265625
6.68e-05,0.573513031005859
6.69e-05,0.533775177001953
6.7e-05,0.49762451171875
6.71e-05,0.460623474121094
6.72e-05,0.417778625488281
6.73e-05,0.364024200439453
6.74e-05,0.296058349609375
6.75e-05,0.214588928222656
6.76e-05,0.123545837402344
6.77e-05,0.0291488647460937
6.78e-05,-0.0602000427246094
6.79e-05,-0.139750061035156
6.8e-05,-0.20881103515625
6.81e-05,-0.273835906982422
6.82e-05,-0.348092041015625
6.83e-05,-0.446492919921875
6.84e-05,-0.579204864501953
6.85e-05,-0.747254638671875
6.86e-05,-0.937411499023437
6.87e-05,-1.12513763427734
6.88e-05,-1.28247955322266
6.89e-05,-1.38573043823242
6.9e-05,-1.42384323120117
6.91e-05,-1.40090454101562
6.92e-05,-1.33135665893555
6.93e-05,-1.23502868652344
6.94e-05,-1.12973861694336
6.95e-05,-1.02662551879883
6.96e-05,-0.929465942382813
6.97e-05,-0.837463684082031
6.98e-05,-0.749253845214844
6.99e-05,-0.666620941162109
7e-05,-0.595655975341797
7.01e-05,-0.543393096923828
7.02e-05,-0.515735473632812
7.03e-05,-0.511787872314453
7.04e-05,-0.522313995361328
7.05e-05,-0.531240539550781
7.06e-05,-0.518560638427734
7.07e-05,-0.465938415527344
7.08e-05,-0.362217102050781
7.09e-05,-0.205720672607422
7.1e-05,-0.00499923706054687
7.11e-05,0.223952178955078
7.12e-05,0.459520874023437
7.13e-05,0.677975616455078
7.14e-05,0.860522766113281
7.15e-05,0.995651397705078
7.16e-05,1.07907333374023
7.17e-05,1.11299697875977
7.18e-05,1.10442825317383
7.19e-05,1.06197036743164
7.2e-05,0.994256134033203
7.21e-05,0.909065093994141
7.22e-05,0.811969451904297
7.23e-05,0.707270355224609
7.24e-05,0.598260955810547
7.25e-05,0.487006988525391
7.26e-05,0.376199035644531
7.27e-05,0.267310180664062
7.28e-05,0.160991058349609
7.29e-05,0.0590383911132812
7.3e-05,-0.0363694763183594
7.31e-05,-0.121233520507812
7.32e-05,-0.189338836669922
7.33e-05,-0.234527130126953
7.34e-05,-0.251183166503906
7.35e-05,-0.235618133544922
7.36e-05,-0.189234466552734
7.37e-05,-0.118643951416016
7.38e-05,-0.0338446044921875
7.39e-05,0.0519612121582031
7.4e-05,0.125855712890625
7.41e-05,0.177633972167969
7.42e-05,0.200975799560547
7.43e-05,0.194304809570312
7.44e-05,0.160478210449219
7.45e-05,0.10500732421875
7.46e-05,0.0355903625488281
7.47e-05,-0.0385870361328125
7.48e-05,-0.109508972167969
7.49e-05,-0.169908905029297
7.5e-05,-0.214541320800781
7.51e-05,-0.240956268310547
7.52e-05,-0.248607025146484
7.53e-05,-0.239048461914063
7.54e-05,-0.215452728271484
7.55e-05,-0.181143798828125
7.56e-05,-0.139415283203125
7.57e-05,-0.0939755249023437
7.58e-05,-0.0485661315917969
7.59e-05,-0.00798187255859375
7.6e-05,0.0234321594238281
7.61e-05,0.042666015625
7.62e-05,0.0482781982421875
7.63e-05,0.0406520080566406
7.64e-05,0.0213471984863281
7.65e-05,-0.0074359130859375
7.66e-05,-0.0429750061035156
7.67e-05,-0.08161865234375
7.68e-05,-0.118838958740234
7.69e-05,-0.149345550537109
7.7e-05,-0.168272552490234
7.71e-05,-0.172283630371094
7.72e-05,-0.159994201660156
7.73e-05,-0.132557830810547
7.74e-05,-0.092991943359375
7.75e-05,-0.0447514343261719
7.76e-05,0.00847015380859375
7.77e-05,0.0642106628417969
7.78e-05,0.120298767089844
7.79e-05,0.174905090332031
7.8e-05,0.226535797119141
7.81e-05,0.273093719482422
7.82e-05,0.312375793457031
7.83e-05,0.342721862792969
7.84e-05,0.363214569091797
7.85e-05,0.373988189697266
7.86e-05,0.375616455078125
7.87e-05,0.368196563720703
7.88e-05,0.351637725830078
7.89e-05,0.325556182861328
7.9e-05,0.290067901611328
7.91e-05,0.247040405273438
7.92e-05,0.200258483886719
7.93e-05,0.153544311523438
7.94e-05,0.109629669189453
7.95e-05,0.0681826782226563
7.96e-05,0.0261732482910156
7.97e-05,-0.0207308959960937
7.98e-05,-0.0743014526367188
7.99e-05,-0.130580902099609
8e-05,-0.179360656738281
8.01e-05,-0.206686706542969
8.02e-05,-0.200304260253906
8.03e-05,-0.157433166503906
8.04e-05,-0.0889041137695313
8.05e-05,-0.018519287109375
8.06e-05,0.0219621276855469
8.07e-05,0.00390182495117188
8.08e-05,-0.0881620788574219
8.09e-05,-0.250505065917969
8.1e-05,-0.460192718505859
8.11e-05,-0.680740509033203
8.12e-05,-0.874955749511719
8.13e-05,-1.01427322387695
8.14e-05,-1.08488098144531
8.15e-05,-1.08814102172852
8.16e-05,-1.03729110717773
8.17e-05,-0.950673980712891
8.18e-05,-0.845448150634766
8.19e-05,-0.733562622070313
8.2e-05,-0.619951934814453
8.21e-05,-0.505492401123047
8.22e-05,-0.389750061035156
8.23e-05,-0.273715667724609
8.24e-05,-0.160076904296875
8.25e-05,-0.0524520874023438
8.26e-05,0.0471139526367187
8.27e-05,0.138441009521484
8.28e-05,0.22285888671875
8.29e-05,0.302538757324219
8.3e-05,0.378050994873047
8.31e-05,0.447668304443359
8.32e-05,0.506945495605469
8.33e-05,0.550350189208984
8.34e-05,0.571775817871094
8.35e-05,0.567362213134766
8.36e-05,0.537175903320313
8.37e-05,0.485993041992188
8.38e-05,0.423423919677734
8.39e-05,0.361788940429688
8.4e-05,0.313107452392578
8.41e-05,0.286068267822266
8.42e-05,0.283585052490234
8.43e-05,0.301516876220703
8.44e-05,0.330441741943359
8.45e-05,0.358899841308594
8.46e-05,0.377397766113281
8.47e-05,0.383832550048828
8.48e-05,0.392149047851563
8.49e-05,0.436517486572266
8.5e-05,0.545412445068359
8.51e-05,0.709063873291016
8.52e-05,0.886431579589844
8.53e-05,1.00145126342773
8.54e-05,0.958121032714844
8.55e-05,0.738302917480469
8.56e-05,0.408912963867188
8.57e-05,0.0538868713378906
8.58e-05,-0.219131469726562
8.59e-05,-0.333538055419922
8.6e-05,-0.324894866943359
8.61e-05,-0.259909210205078
8.62e-05,-0.205954132080078
8.63e-05,-0.23295654296875
8.64e-05,-0.335293273925781
8.65e-05,-0.463242797851563
8.66e-05,-0.580199737548828
8.67e-05,-0.637438201904297
8.68e-05,-0.616462554931641
8.69e-05,-0.540415649414063
8.7e-05,-0.417951049804688
8.71e-05,-0.268622436523437
8.72e-05,-0.122459259033203
8.73e-05,0.0132949829101562
8.74e-05,0.115530700683594
8.75e-05,0.159764404296875
8.76e-05,0.15313720703125
