1,1
1,2
2,1
2,2
2,3
2,4
3,3
3,4
3,5
3,6
4,5
4,6
4,7
4,8
5,8
5,9
5,10
6,9
6,10
6,11
6,12
7,12
7,13
7,14
8,14
8,15
8,16
9,16
9,17
9,18
9,19
10,18
10,19
10,20
11,20
11,21
11,22
11,23
12,22
12,23
12,24
12,25
13,24
13,25
13,26
13,27
14,26
14,27
14,28
14,29
15,28
15,29
15,30
15,31
16,30
16,31
16,32
17,1
17,2
17,3
18,2
18,3
18,4
18,5
19,4
19,5
19,6
19,7
20,6
20,7
20,8
20,9
21,8
21,9
21,10
21,11
22,10
22,11
22,12
22,13
23,12
23,13
23,14
23,15
24,15
24,16
24,17
24,18
25,17
25,18
25,19
25,20
26,19
26,20
26,21
26,22
27,21
27,22
27,23
27,24
28,23
28,24
28,25
28,26
29,25
29,26
29,27
29,28
30,27
30,28
30,29
30,30
31,29
31,30
31,31
31,32
32,32
