,t,loc_slip,loc_traction
0,0.0,0.0,2094602.2
1,9.777979e-09,5.379559e-26,2094602.2
2,1.955596e-08,3.419917e-26,2094602.2
3,2.933394e-08,-8.071769e-27,2094602.2
4,3.911191e-08,-9.138053e-26,2094601.9
5,4.888989e-08,7.22475e-27,2094602.2
6,5.866787e-08,-3.592932e-26,2094602.5
7,6.844585e-08,-2.604315e-26,2094602.4
8,7.822383e-08,6.5171485e-26,2094601.9
9,8.800181e-08,8.489736e-26,2094602.1
10,9.777979e-08,-3.5976183e-26,2094602.4
11,1.075578e-07,1.0489877e-25,2094602.6
12,1.173357e-07,1.1542552e-25,2094602.2
13,1.271137e-07,1.246174e-25,2094601.5
14,1.368917e-07,1.6089142e-25,2094602.2
15,1.466697e-07,1.314502e-25,2094602.9
16,1.564477e-07,1.2304622e-25,2094602.4
17,1.662256e-07,1.4380032e-25,2094601.8
18,1.760036e-07,1.6391134e-25,2094601.6
19,1.857816e-07,1.3067121e-25,2094602.2
20,1.955596e-07,1.1957901e-25,2094603.5
21,2.053375e-07,-1.9933333e-26,2094602.1
22,2.151155e-07,-1.2621592e-25,2094602.9
23,2.248935e-07,-2.4398255e-25,2094615.8
24,2.346715e-07,-3.5966417e-25,2094643.0
25,2.444495e-07,-3.8210019e-25,2094687.2
26,2.542274e-07,-3.5458906e-25,2094753.6
27,2.640054e-07,-3.678518e-25,2094846.2
28,2.737834e-07,-2.8543946e-25,2094971.9
29,2.835614e-07,-3.060166e-25,2095132.5
30,2.933394e-07,-3.7677434e-25,2095326.0
31,3.031173e-07,-3.798177e-25,2095563.5
32,3.128953e-07,-4.0195108e-25,2095851.5
33,3.226733e-07,-4.969864e-25,2096193.9
34,3.324513e-07,-6.7156365e-25,2096590.0
35,3.422292e-07,-6.7737366e-25,2097048.5
36,3.520072e-07,-5.5840663e-25,2097574.0
37,3.617852e-07,-3.6861264e-25,2098105.8
38,3.715632e-07,-3.9738607e-25,2098596.5
39,3.813412e-07,-4.184128e-25,2099066.5
40,3.911191e-07,-3.3596588e-25,2099550.8
41,4.008971e-07,-5.097131e-25,2100054.8
42,4.106751e-07,-6.043334e-25,2100576.2
43,4.204531e-07,-8.549943e-25,2101113.5
44,4.302311e-07,-8.217941e-25,2101671.2
45,4.40009e-07,-7.8582734e-25,2102257.5
46,4.49787e-07,-7.3713387e-25,2102884.8
47,4.59565e-07,-7.2385384e-25,2103537.2
48,4.69343e-07,-7.094671e-25,2104211.0
49,4.791209e-07,-1.0458949e-24,2104941.2
50,4.888989e-07,-9.130945e-25,2105713.2
51,4.986769e-07,-6.607736e-25,2106509.0
52,5.084549e-07,-8.511209e-25,2107357.8
53,5.182329e-07,-6.939737e-25,2108289.2
54,5.280108e-07,-7.825073e-25,2109266.0
55,5.377888e-07,-7.094671e-25,2110293.0
56,5.475668e-07,-6.010134e-25,2111482.5
57,5.573448e-07,-4.0623943e-25,2112811.8
58,5.671228e-07,-5.124798e-25,2114233.0
59,5.769007e-07,-6.2978686e-25,2115918.5
60,5.866787e-07,-6.76267e-25,2117790.2
61,5.964567e-07,-5.567466e-25,2119637.5
62,6.062347e-07,-6.873337e-25,2121980.0
63,6.160126e-07,-3.818927e-25,2124820.5
64,6.257906e-07,-1.5170526e-25,2127481.8
65,6.355686e-07,-1.0743845e-25,2134052.2
66,6.453466e-07,2.8866785e-12,2137274.0
67,6.551246e-07,1.9361332e-11,2136844.5
68,6.649025e-07,4.1875153e-11,2136258.0
69,6.746805e-07,7.1688745e-11,2135481.0
70,6.844585e-07,1.0706359e-10,2134559.0
71,6.942365e-07,1.4895712e-10,2133467.2
72,7.040145e-07,1.9555568e-10,2132252.8
73,7.137924e-07,2.4954316e-10,2130845.8
74,7.235704e-07,3.076071e-10,2129332.5
75,7.333484e-07,3.7324382e-10,2127622.0
76,7.431264e-07,4.437369e-10,2125785.0
77,7.529043e-07,5.21113e-10,2123768.5
