,t,loc_slip,loc_traction
0,0.0,0.0,3229696.5
1,9.777979e-09,7.093242e-26,3229696.5
2,1.955596e-08,-3.4457414e-26,3229696.5
3,2.933394e-08,-9.940515e-26,3229696.5
4,3.911191e-08,-1.3984715e-25,3229696.2
5,4.888989e-08,-2.81213e-25,3229696.5
6,5.866787e-08,-4.719158e-25,3229696.5
7,6.844585e-08,-5.5979226e-25,3229696.8
8,7.822383e-08,-4.943027e-25,3229696.5
9,8.800181e-08,-1.7767909e-25,3229695.8
10,9.777979e-08,7.414202e-26,3229696.5
11,1.075578e-07,8.990907e-26,3229697.0
12,1.173357e-07,2.51665e-25,3229696.5
13,1.271137e-07,8.7394535e-26,3229696.0
14,1.368917e-07,2.7056107e-25,3229696.0
15,1.466697e-07,4.8628295e-25,3229696.5
16,1.564477e-07,3.3839234e-25,3229697.5
17,1.662256e-07,4.6136155e-25,3229696.5
18,1.760036e-07,3.435163e-25,3229695.5
19,1.857816e-07,4.0492321e-25,3229696.5
20,1.955596e-07,3.3525312e-25,3229697.0
21,2.053375e-07,3.797375e-25,3229697.0
22,2.151155e-07,5.896142e-25,3229696.0
23,2.248935e-07,4.6340677e-25,3229695.5
24,2.346715e-07,5.9413034e-25,3229696.5
25,2.444495e-07,4.777472e-25,3229698.2
26,2.542274e-07,5.8834316e-25,3229696.8
27,2.640054e-07,4.403848e-25,3229695.2
28,2.737834e-07,4.0952775e-25,3229696.5
29,2.835614e-07,4.1345053e-25,3229697.2
30,2.933394e-07,2.9936487e-25,3229698.0
31,3.031173e-07,2.2332107e-25,3229696.5
32,3.128953e-07,7.302067e-26,3229694.8
33,3.226733e-07,1.6381789e-25,3229703.8
34,3.324513e-07,2.332204e-25,3229727.0
35,3.422292e-07,5.1912335e-26,3229762.8
36,3.520072e-07,-1.0588329e-25,3229820.5
37,3.617852e-07,-2.3093703e-25,3229905.8
38,3.715632e-07,-3.2282525e-25,3230020.8
39,3.813412e-07,-2.7855845e-25,3230167.8
40,3.911191e-07,-5.396289e-25,3230344.8
41,4.008971e-07,-5.8444905e-25,3230559.8
42,4.106751e-07,-4.8747704e-25,3230823.0
43,4.204531e-07,-5.334039e-25,3231132.2
44,4.302311e-07,-6.2387415e-25,3231485.0
45,4.40009e-07,-8.691399e-25,3231891.0
46,4.49787e-07,-8.708e-25,3232354.2
47,4.59565e-07,-8.140831e-25,3232886.0
48,4.69343e-07,-9.449469e-25,3233483.8
49,4.791209e-07,-1.1054141e-24,3234145.5
50,4.888989e-07,-1.0229671e-24,3234883.0
51,4.986769e-07,-1.0008337e-24,3235709.2
52,5.084549e-07,-8.918267e-25,3236630.0
53,5.182329e-07,-1.1109474e-24,3237636.8
54,5.280108e-07,-1.068894e-24,3238734.2
55,5.377888e-07,-1.387615e-24,3239829.8
56,5.475668e-07,-1.602309e-24,3240839.8
57,5.573448e-07,-1.8026164e-24,3241826.5
58,5.671228e-07,-1.7074427e-24,3242797.0
59,5.769007e-07,-1.6067357e-24,3243760.0
60,5.866787e-07,-1.6620692e-24,3244764.5
61,5.964567e-07,-1.589029e-24,3245773.2
62,6.062347e-07,-1.6144824e-24,3246785.5
63,6.160126e-07,-1.6742427e-24,3247815.0
64,6.257906e-07,-1.4440551e-24,3248886.0
65,6.355686e-07,-1.6919493e-24,3249992.0
66,6.453466e-07,-1.689736e-24,3251095.2
67,6.551246e-07,-1.5680023e-24,3252243.5
68,6.649025e-07,-1.6609626e-24,3253464.8
69,6.746805e-07,-1.5591489e-24,3254756.8
70,6.844585e-07,-1.3997884e-24,3256091.0
71,6.942365e-07,-1.3555216e-24,3257533.5
72,7.040145e-07,-1.6454692e-24,3259175.8
73,7.137924e-07,-1.5038154e-24,3260959.0
74,7.235704e-07,-1.4794687e-24,3262844.5
75,7.333484e-07,-1.488322e-24,3264993.2
76,7.431264e-07,-1.3732283e-24,3267470.5
77,7.529043e-07,-1.6742427e-24,3270162.2
78,7.626823e-07,-1.8513098e-24,3273187.0
79,7.724603e-07,-1.7981897e-24,3276740.2
80,7.822383e-07,-1.7672028e-24,3280771.8
81,7.920163e-07,-1.6344025e-24,3285175.5
82,8.017942e-07,-1.7627762e-24,3290380.5
83,8.115722e-07,-1.7494963e-24,3296134.2
84,8.213502e-07,-1.5724289e-24,3302327.5
85,8.311282e-07,-1.3953617e-24,3309695.8
86,8.409062e-07,-1.3068281e-24,3317638.8
87,8.506841e-07,-1.2537079e-24,3326452.8
88,8.604621e-07,-1.1740277e-24,3337280.0
89,8.702401e-07,-1.0500806e-24,3348877.0
90,8.800181e-07,-9.084268e-25,3363345.8
91,8.89796e-07,-7.8447967e-25,3381648.2
92,8.99574e-07,-5.3658555e-25,3403369.2
93,9.09352e-07,-7.8447967e-25,3435140.5
94,9.1913e-07,-5.71999e-25,3474919.2
95,9.28908e-07,1.4615156e-11,3490985.8
96,9.386859e-07,1.233808e-10,3486685.0
97,9.484639e-07,3.450255e-10,3477920.8
98,9.582419e-07,6.568542e-10,3465590.2
99,9.680199e-07,1.0661341e-09,3449406.5
100,9.777979e-07,1.570328e-09,3429469.5
101,9.875758e-07,2.1747664e-09,3405568.8
102,9.973538e-07,2.8918887e-09,3377212.0
103,1.007132e-06,3.720165e-09,3344460.2
104,1.01691e-06,4.676937e-09,3306627.2
105,1.026688e-06,5.767953e-09,3263486.2
106,1.036466e-06,7.0015265e-09,3214708.0
107,1.046244e-06,8.3968645e-09,3159533.2
108,1.056022e-06,9.957692e-09,3097814.8
109,1.0658e-06,1.1704258e-08,3028751.5
110,1.075578e-06,1.36497595e-08,2951822.2
111,1.085356e-06,1.5796054e-08,2866953.0
112,1.095134e-06,1.8106102e-08,2775608.8
113,1.104912e-06,2.054925e-08,2679001.2
114,1.11469e-06,2.310773e-08,2577833.2
115,1.124468e-06,2.5773373e-08,2472427.8
116,1.134246e-06,2.8530598e-08,2363401.0
117,1.144023e-06,3.136915e-08,2251158.5
118,1.153801e-06,3.427678e-08,2136184.5
119,1.163579e-06,3.722898e-08,2019447.9
120,1.173357e-06,4.019753e-08,1902064.9
121,1.183135e-06,4.31225e-08,1800000.0
122,1.192913e-06,4.5899895e-08,1800000.0
123,1.202691e-06,4.8588593e-08,1800000.0
124,1.212469e-06,5.120663e-08,1800000.0
125,1.222247e-06,5.376536e-08,1800000.0
126,1.232025e-06,5.6282378e-08,1800000.0
127,1.241803e-06,5.874982e-08,1800000.0
128,1.251581e-06,6.116606e-08,1800000.0
129,1.261359e-06,6.354011e-08,1800000.0
130,1.271137e-06,6.58629e-08,1800000.0
131,1.280915e-06,6.8136586e-08,1800000.0
132,1.290693e-06,7.037081e-08,1800000.0
133,1.300471e-06,7.2559665e-08,1800000.0
134,1.310249e-06,7.4708296e-08,1800000.0
135,1.320027e-06,7.682298e-08,1800000.0
136,1.329805e-06,7.890074e-08,1800000.0
137,1.339583e-06,8.094478e-08,1800000.0
138,1.349361e-06,8.296163e-08,1800000.0
139,1.359139e-06,8.49476e-08,1800000.0
140,1.368917e-06,8.6905146e-08,1800000.0
141,1.378695e-06,8.884083e-08,1800000.0
142,1.388473e-06,9.07508e-08,1800000.0
143,1.398251e-06,9.263627e-08,1800000.0
144,1.408029e-06,9.4503854e-08,1800000.0
145,1.417807e-06,9.634988e-08,1800000.0
146,1.427585e-06,9.817496e-08,1800000.0
147,1.437363e-06,9.99847e-08,1800000.0
148,1.447141e-06,1.0177672e-07,1800000.0
149,1.456919e-06,1.03550306e-07,1800000.0
